"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"148","skyblue",TRUE,0.0132,2041,356,80,0.225,0.039,"GO:0006351","BP",1,"transcription, DNA-templated",3,NA,2.670706224071
"149","skyblue",TRUE,0.000167,1961,356,84,0.236,0.043,"GO:0051252","BP",1,"regulation of RNA metabolic process",1,NA,2.64709635843187
"150","skyblue",TRUE,0.000498,1880,356,80,0.225,0.043,"GO:2001141","BP",1,"regulation of RNA biosynthetic process",2,NA,2.70401950583149
"151","skyblue",TRUE,0.000656,1860,356,79,0.222,0.042,"GO:1903506","BP",1,"regulation of nucleic acid-templated transcription",3,NA,2.71930869254579
"152","skyblue",TRUE,0.00301,1833,356,76,0.213,0.041,"GO:0006355","BP",1,"regulation of transcription, DNA-templated",4,NA,2.72722240291115
"153","skyblue",TRUE,0.0377,3231,356,112,0.315,0.035,"GO:0043233","CC",2,"organelle lumen",1,NA,2.12773692576892
"154","skyblue",TRUE,0.0199,3187,356,112,0.315,0.035,"GO:0070013","CC",2,"intracellular organelle lumen",2,NA,2.12801397245305
"155","skyblue",TRUE,5.85e-06,4007,356,148,0.416,0.037,"GO:0005634","CC",2,"nucleus",1,NA,1.45008311116636
"156","skyblue",TRUE,6.13e-05,2920,356,114,0.32,0.039,"GO:0044428","CC",2,"nuclear part",2,NA,1.96995217652905
"157","skyblue",TRUE,3.36e-05,2718,356,109,0.306,0.04,"GO:0031981","CC",2,"nuclear lumen",3,NA,2.17539200032436
"158","skyblue",TRUE,0.000105,2334,356,96,0.27,0.041,"GO:0005654","CC",2,"nucleoplasm",3,NA,2.53472674135937
"159","skyblue",TRUE,0.00051,1881,356,80,0.225,0.043,"GO:0003676","MF",3,"nucleic acid binding",1,NA,2.22908025716741
"160","skyblue",TRUE,0.00128,1139,356,55,0.154,0.048,"GO:0003723","MF",3,"RNA binding",2,NA,2.84477372826373
"161","skyblue",TRUE,0.000892,980,356,50,0.14,0.051,"GO:0044822","MF",3,"poly(A) RNA binding",3,NA,3.10286973300159
"162","blue",TRUE,0.0025,243,1081,40,0.037,0.165,"GO:0007600","BP",1,"sensory perception",1,NA,5.46607812024136
"163","blue",TRUE,0.0444,97,1081,20,0.019,0.206,"GO:0007606","BP",1,"sensory perception of chemical stimulus",2,NA,6.64613074084965
"164","blue",TRUE,0.0154,69,1081,17,0.016,0.246,"GO:0050907","BP",1,"detection of chemical stimulus involved in sensory perception",1,NA,7.0981158645927
"165","black",TRUE,0.00829,1945,465,96,0.206,0.049,"GO:0051641","BP",5,"cellular localization",1,NA,2.8819751659645
"166","black",TRUE,0.0019,1702,465,89,0.191,0.052,"GO:0051649","BP",5,"establishment of localization in cell",1,NA,3.13431396841229
"167","black",TRUE,0.000197,1254,465,74,0.159,0.059,"GO:0046907","BP",5,"intracellular transport",2,NA,3.57175533997654
"168","black",TRUE,0.000161,1131,465,69,0.148,0.061,"GO:1902582","BP",5,"single-organism intracellular transport",3,NA,3.70264915763953
"169","black",TRUE,0.0258,445,465,32,0.069,0.072,"GO:0043604","BP",6,"amide biosynthetic process",1,NA,7.04254601343789
"170","black",TRUE,0.00148,3463,465,155,0.333,0.045,"GO:0019538","BP",6,"protein metabolic process",1,NA,2.18252411918334
"171","black",TRUE,0.000117,3194,465,150,0.323,0.047,"GO:0044267","BP",6,"cellular protein metabolic process",1,NA,2.30350665404179
