"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"18","purple",TRUE,0.00516,538,567,44,0.078,0.082,"GO:0032940","BP",1,"secretion by cell",1,NA,4.36374835517312
"19","purple",TRUE,0.00179,257,567,28,0.049,0.109,"GO:0023061","BP",1,"signal release",2,NA,5.44945723900532
"20","purple",TRUE,0.00064,112,567,18,0.032,0.161,"GO:0007269","BP",1,"neurotransmitter secretion",3,NA,7.04254601343789
"21","purple",TRUE,0.0301,330,567,30,0.053,0.091,"GO:1903530","BP",1,"regulation of secretion by cell",2,NA,4.68988458246367
"22","purple",TRUE,0.00673,244,567,26,0.046,0.107,"GO:0006887","BP",1,"exocytosis",2,NA,5.57205956109765
"23","purple",TRUE,0.0134,99,567,15,0.026,0.152,"GO:0017157","BP",1,"regulation of exocytosis",3,NA,6.16482755634998
"24","purple",TRUE,0.000452,57,567,13,0.023,0.228,"GO:0016079","BP",1,"synaptic vesicle exocytosis",3,NA,7.8202505820259
"25","purple",TRUE,0.00346,328,567,32,0.056,0.098,"GO:0006091","BP",3,"generation of precursor metabolites and energy",1,NA,5.96211604385297
"26","purple",TRUE,0.023,261,567,26,0.046,0.1,"GO:0015980","BP",3,"energy derivation by oxidation of organic compounds",1,NA,6.46380918405569
"27","purple",TRUE,0.017,693,567,51,0.09,0.074,"GO:0034220","BP",4,"ion transmembrane transport",1,NA,4.27843910625402
"28","purple",TRUE,0.0396,438,567,36,0.063,0.082,"GO:0098660","BP",4,"inorganic ion transmembrane transport",2,NA,4.67965431421286
"29","purple",TRUE,0.00266,422,567,38,0.067,0.09,"GO:0098655","BP",4,"cation transmembrane transport",1,NA,4.74266728204159
"30","purple",TRUE,0.0107,379,567,34,0.06,0.09,"GO:0098662","BP",4,"inorganic cation transmembrane transport",2,NA,4.80413914613526
"31","purple",TRUE,0.000586,463,567,42,0.074,0.091,"GO:0097458","CC",2,"neuron part",1,NA,3.96135771058774
"32","purple",TRUE,0.00301,279,567,29,0.051,0.104,"GO:0045202","CC",2,"synapse",1,NA,4.91652259522356
"33","purple",TRUE,0.000507,2596,567,148,0.261,0.057,"GO:0031982","CC",2,"vesicle",1,NA,2.18561255943488
"34","purple",TRUE,0.00171,2536,567,143,0.252,0.056,"GO:0031988","CC",2,"membrane-bounded vesicle",2,NA,2.24642064392634
"35","purple",TRUE,0.0116,86,567,14,0.025,0.163,"GO:0098793","CC",2,"presynapse",1,NA,NA
"36","purple",TRUE,0.0111,330,567,31,0.055,0.094,"GO:0043005","CC",2,"neuron projection",1,NA,4.30060676259961
"37","purple",TRUE,4.63e-06,6627,567,325,0.573,0.049,"GO:0005737","CC",2,"cytoplasm",1,NA,1.19900315497263
"38","purple",TRUE,1.61e-05,5278,567,269,0.474,0.051,"GO:0044444","CC",2,"cytoplasmic part",2,NA,1.60446826308079
"39","purple",TRUE,2.21e-05,558,567,51,0.09,0.091,"GO:0031410","CC",2,"cytoplasmic vesicle",1,NA,4.08871852951736
"40","purple",TRUE,0.0129,300,567,29,0.051,0.097,"GO:0044433","CC",2,"cytoplasmic vesicle part",2,NA,5.63706874997162
"41","purple",TRUE,0.000193,511,567,46,0.081,0.09,"GO:0016023","CC",2,"cytoplasmic membrane-bounded vesicle",1,NA,4.24155773374681
"42","purple",TRUE,0.00553,70,567,13,0.023,0.186,"GO:0008021","CC",2,"synaptic vesicle",1,NA,6.68161381736946
"43","purple",TRUE,7.28e-06,4898,567,255,0.45,0.052,"GO:0016020","CC",5,"membrane",1,NA,1.71601259251274
"44","purple",TRUE,0.000444,1642,567,104,0.183,0.063,"GO:0031090","CC",5,"organelle membrane",1,NA,3.18430912552996
"45","purple",TRUE,0.0445,84,567,13,0.023,0.155,"GO:0000149","MF",6,"SNARE binding",1,NA,6.40206794670863
"46","purple",TRUE,0.00275,56,567,12,0.021,0.214,"GO:0019905","MF",6,"syntaxin binding",2,NA,6.65989705601073
"47","purple",TRUE,0.0431,10,567,5,0.009,0.5,"GO:0017075","MF",6,"syntaxin-1 binding",3,NA,7.88367248763284
"48","darkgreen",TRUE,0.0353,8495,549,365,0.665,0.043,"GO:0044424","CC",1,"intracellular part",1,NA,0.465375469578815
"49","yellow",TRUE,0.00511,7129,620,357,0.576,0.05,"GO:0008152","BP",4,"metabolic process",1,NA,1.09105922272488
"50","yellow",TRUE,0.00111,6333,620,327,0.527,0.052,"GO:0044238","BP",4,"primary metabolic process",2,NA,1.35036207402462
"51","yellow",TRUE,0.000148,3463,620,203,0.327,0.059,"GO:0019538","BP",4,"protein metabolic process",3,NA,2.18252411918334
"52","yellow",TRUE,0.00282,3577,620,202,0.326,0.056,"GO:0044710","BP",4,"single-organism metabolic process",2,NA,2.28779154230712
"53","yellow",TRUE,0.00113,6615,620,339,0.547,0.051,"GO:0071704","BP",4,"organic substance metabolic process",2,NA,1.24542089527368
"54","yellow",TRUE,0.0111,445,620,40,0.065,0.09,"GO:0043604","BP",4,"amide biosynthetic process",1,NA,7.04254601343789
"55","yellow",TRUE,9.64e-05,6529,620,341,0.55,0.052,"GO:0044237","BP",4,"cellular metabolic process",1,NA,1.25366088916061
"56","yellow",TRUE,0.0116,1341,620,90,0.145,0.067,"GO:0044248","BP",4,"cellular catabolic process",2,NA,3.49963012450327
"57","yellow",TRUE,0.000115,2317,620,148,0.239,0.064,"GO:0006996","BP",4,"organelle organization",1,NA,2.57446566739696
"58","yellow",TRUE,0.00403,507,620,45,0.073,0.089,"GO:0007005","BP",4,"mitochondrion organization",2,NA,4.32374302055942
"59","yellow",TRUE,2.41e-06,3194,620,198,0.319,0.062,"GO:0044267","BP",4,"cellular protein metabolic process",1,NA,2.30350665404179
"60","yellow",TRUE,0.041,487,620,41,0.066,0.084,"GO:0006518","BP",4,"peptide metabolic process",1,NA,6.2226471272388
"61","yellow",TRUE,0.0124,415,620,38,0.061,0.092,"GO:0043043","BP",4,"peptide biosynthetic process",2,NA,8.08851456862058
"62","yellow",TRUE,0.0496,491,620,41,0.066,0.084,"GO:0044257","BP",4,"cellular protein catabolic process",1,NA,4.63730676638376
"63","yellow",TRUE,0.0131,400,620,37,0.06,0.092,"GO:0006412","BP",4,"translation",1,NA,5.22411829712768
"64","yellow",TRUE,0.0253,200,620,23,0.037,0.115,"GO:0006413","BP",4,"translational initiation",2,NA,6.41935742148486
"65","yellow",TRUE,0.00834,100,620,16,0.026,0.16,"GO:0032543","BP",4,"mitochondrial translation",2,NA,7.5624214727238
"66","yellow",TRUE,0.00127,77,620,15,0.024,0.195,"GO:0070125","BP",4,"mitochondrial translational elongation",3,NA,9.96031674552217
"67","yellow",TRUE,0.00106,76,620,15,0.024,0.197,"GO:0070124","BP",4,"mitochondrial translational initiation",3,NA,9.96031674552217
"68","yellow",TRUE,0.00971,79,620,14,0.023,0.177,"GO:0070126","BP",4,"mitochondrial translational termination",1,NA,10.6534639260821
"69","yellow",TRUE,0.00432,727,620,58,0.094,0.08,"GO:0061024","BP",7,"membrane organization",1,NA,4.27843910625402
"70","yellow",TRUE,9.2e-05,1457,620,104,0.168,0.071,"GO:0071702","BP",2,"organic substance transport",1,NA,3.36453623156086
"71","yellow",TRUE,0.0051,1525,620,101,0.163,0.066,"GO:0033036","BP",2,"macromolecule localization",1,NA,3.18267015188705
"72","yellow",TRUE,0.0149,1311,620,88,0.142,0.067,"GO:0008104","BP",2,"protein localization",2,NA,3.38733514652567
"73","yellow",TRUE,0.000101,1041,620,81,0.131,0.078,"GO:0045184","BP",2,"establishment of protein localization",3,NA,3.77513745779079
"74","yellow",TRUE,2.03e-05,952,620,78,0.126,0.082,"GO:0015031","BP",2,"protein transport",3,NA,3.88957901751968
"75","yellow",TRUE,3.16e-06,1945,620,135,0.218,0.069,"GO:0051641","BP",2,"cellular localization",1,NA,2.8819751659645
"76","yellow",TRUE,0.017,1014,620,72,0.116,0.071,"GO:0070727","BP",2,"cellular macromolecule localization",2,NA,3.74570864709998
"77","yellow",TRUE,0.0144,1009,620,72,0.116,0.071,"GO:0034613","BP",2,"cellular protein localization",3,NA,3.74771064977065
"78","yellow",TRUE,1.16e-08,1702,620,130,0.21,0.076,"GO:0051649","BP",2,"establishment of localization in cell",1,NA,3.13431396841229
"79","yellow",TRUE,9.2e-09,1254,620,105,0.169,0.084,"GO:0046907","BP",2,"intracellular transport",1,NA,3.57175533997654
"80","yellow",TRUE,1.13e-06,1131,620,92,0.148,0.081,"GO:1902582","BP",2,"single-organism intracellular transport",2,NA,3.70264915763953
"81","yellow",TRUE,0.0222,20,620,7,0.011,0.35,"GO:0032365","BP",2,"intracellular lipid transport",3,NA,8.08851456862058
"82","yellow",TRUE,0.00159,196,620,25,0.04,0.128,"GO:0048193","BP",2,"Golgi vesicle transport",3,NA,5.68365062650612
"83","yellow",TRUE,0.000171,759,620,64,0.103,0.084,"GO:0016482","BP",2,"cytoplasmic transport",2,NA,4.07282478879717
"84","yellow",TRUE,7.74e-05,677,620,60,0.097,0.089,"GO:0006886","BP",2,"intracellular protein transport",2,NA,4.39963511450664
"85","yellow",TRUE,0.0236,11021,620,509,0.821,0.046,"GO:0005575","CC",1,"cellular_component",1,NA,0
"86","yellow",TRUE,0.0141,2930,620,168,0.271,0.057,"GO:0032991","CC",1,"macromolecular complex",2,NA,1.98185141259867
"87","yellow",TRUE,0.00134,3264,620,189,0.305,0.058,"GO:0031974","CC",1,"membrane-enclosed lumen",2,NA,2.11753978628716
"88","yellow",TRUE,1.34e-05,9915,620,482,0.777,0.049,"GO:0005623","CC",1,"cell",2,NA,0.275255071864458
"89","yellow",TRUE,8.48e-08,8097,620,420,0.677,0.052,"GO:0043226","CC",1,"organelle",2,NA,0.565605514134331
"90","yellow",TRUE,1.66e-11,7579,620,413,0.666,0.054,"GO:0043227","CC",1,"membrane-bounded organelle",3,NA,0.734472452582356
"91","yellow",TRUE,7.09e-07,5353,620,300,0.484,0.056,"GO:0044422","CC",1,"organelle part",2,NA,1.39654167757144
"92","yellow",TRUE,0.00165,3231,620,187,0.302,0.058,"GO:0043233","CC",1,"organelle lumen",3,NA,2.12773692576892
"93","yellow",TRUE,0.000154,1642,620,113,0.182,0.069,"GO:0031090","CC",1,"organelle membrane",3,NA,3.18430912552996
"94","yellow",TRUE,0.0259,1234,620,83,0.134,0.067,"GO:0098588","CC",1,"bounding membrane of organelle",4,NA,3.54269298472366
"95","yellow",TRUE,1.53e-05,9895,620,481,0.776,0.049,"GO:0044464","CC",1,"cell part",2,NA,0.27551579406643
"96","yellow",TRUE,1.01e-13,8662,620,463,0.747,0.053,"GO:0005622","CC",1,"intracellular",3,NA,0.458202476180666
"97","yellow",TRUE,1.56e-13,8495,620,456,0.735,0.054,"GO:0044424","CC",1,"intracellular part",4,NA,0.465375469578815
"98","yellow",TRUE,3.43e-16,6627,620,389,0.627,0.059,"GO:0005737","CC",1,"cytoplasm",5,NA,1.19900315497263
"99","yellow",TRUE,7.21e-14,5278,620,323,0.521,0.061,"GO:0044444","CC",1,"cytoplasmic part",6,NA,1.60446826308079
"100","yellow",TRUE,0.0249,2350,620,139,0.224,0.059,"GO:0005829","CC",1,"cytosol",7,NA,3.70715894226275
"101","yellow",TRUE,1.71e-08,7076,620,381,0.615,0.054,"GO:0043229","CC",1,"intracellular organelle",5,NA,0.76882230233395
"102","yellow",TRUE,4.14e-07,5240,620,296,0.477,0.056,"GO:0044446","CC",1,"intracellular organelle part",6,NA,1.42975381177755
"103","yellow",TRUE,0.000621,3187,620,187,0.302,0.059,"GO:0070013","CC",1,"intracellular organelle lumen",7,NA,2.12801397245305
"104","yellow",TRUE,1.33e-10,6479,620,364,0.587,0.056,"GO:0043231","CC",1,"intracellular membrane-bounded organelle",6,NA,0.948868868810718
"105","yellow",TRUE,4.19e-05,882,620,73,0.118,0.083,"GO:0005739","CC",1,"mitochondrion",7,NA,3.29011241294618
"106","yellow",TRUE,0.000768,541,620,49,0.079,0.091,"GO:0044429","CC",1,"mitochondrial part",8,NA,4.26476063082647
"107","yellow",TRUE,0.0235,271,620,28,0.045,0.103,"GO:0005759","CC",1,"mitochondrial matrix",9,NA,5.49088623979354
"108","yellow",TRUE,0.000664,2181,620,138,0.223,0.063,"GO:0012505","CC",1,"endomembrane system",3,NA,2.44332081759953
"109","yellow",TRUE,0.00601,700,620,56,0.09,0.08,"GO:1902494","CC",3,"catalytic complex",1,NA,3.66504745691262
"110","yellow",TRUE,0.0172,486,620,42,0.068,0.086,"GO:1990234","CC",3,"transferase complex",2,NA,3.95444922024393
"111","yellow",TRUE,0.0464,1139,620,77,0.124,0.068,"GO:0003723","MF",5,"RNA binding",1,NA,2.84477372826373
"112","yellow",TRUE,0.00514,980,620,72,0.116,0.073,"GO:0044822","MF",5,"poly(A) RNA binding",2,NA,3.10286973300159
"113","yellow",TRUE,0.0147,13,620,6,0.01,0.462,"GO:0070273","MF",6,"phosphatidylinositol-4-phosphate binding",1,NA,7.62130822316535
"114","greenyellow",TRUE,0.0444,328,553,29,0.052,0.088,"GO:0006091","BP",4,"generation of precursor metabolites and energy",1,NA,5.96211604385297
"115","greenyellow",TRUE,0.0252,422,553,35,0.063,0.083,"GO:0098655","BP",3,"cation transmembrane transport",1,NA,4.74266728204159
"116","greenyellow",TRUE,0.0383,16,553,6,0.011,0.375,"GO:0045259","CC",2,"proton-transporting ATP synthase complex",1,NA,7.42882821919968
"117","greenyellow",TRUE,0.0068,882,553,61,0.11,0.069,"GO:0005739","CC",2,"mitochondrion",1,NA,3.29011241294618
"118","greenyellow",TRUE,0.000191,541,553,47,0.085,0.087,"GO:0044429","CC",2,"mitochondrial part",2,NA,4.26476063082647
"119","greenyellow",TRUE,0.0117,356,553,32,0.058,0.09,"GO:0005740","CC",2,"mitochondrial envelope",3,NA,4.61875640370516
"120","greenyellow",TRUE,0.0155,327,553,30,0.054,0.092,"GO:0031966","CC",2,"mitochondrial membrane",3,NA,4.75085547333475
"121","greenyellow",TRUE,0.0461,112,553,15,0.027,0.134,"GO:0044455","CC",2,"mitochondrial membrane part",4,NA,5.42136017714493
"122","greenyellow",TRUE,0.00318,271,553,28,0.051,0.103,"GO:0019866","CC",2,"organelle inner membrane",1,NA,5.17753642059318
"123","greenyellow",TRUE,0.00191,249,553,27,0.049,0.108,"GO:0005743","CC",2,"mitochondrial inner membrane",2,NA,5.23779561211138
"124","greenyellow",TRUE,0.0383,16,553,6,0.011,0.375,"GO:0005753","CC",2,"mitochondrial proton-transporting ATP synthase complex",1,NA,7.42882821919968
"125","greenyellow",TRUE,0.00842,599,553,46,0.083,0.077,"GO:0022857","MF",1,"transmembrane transporter activity",1,NA,3.8078313969753
"126","greenyellow",TRUE,0.0238,548,553,42,0.076,0.077,"GO:0022891","MF",1,"substrate-specific transmembrane transporter activity",2,NA,3.85653667510419
"127","greenyellow",TRUE,0.0364,502,553,39,0.071,0.078,"GO:0015075","MF",1,"ion transmembrane transporter activity",3,NA,3.93050753887352
"128","greenyellow",TRUE,0.004,355,553,33,0.06,0.093,"GO:0008324","MF",1,"cation transmembrane transporter activity",4,NA,4.33118565842446
"129","turquoise",TRUE,0.0237,104,1973,31,0.016,0.298,"GO:0008544","BP",5,"epidermis development",1,NA,5.98063509162021
"130","turquoise",TRUE,0.0057,62,1973,23,0.012,0.371,"GO:0044243","BP",6,"multicellular organismal catabolic process",1,NA,8.08851456862058
"131","turquoise",TRUE,0.0328,59,1973,21,0.011,0.356,"GO:0030574","BP",6,"collagen catabolic process",1,NA,8.25556865328375
"132","turquoise",TRUE,0.0381,200,1973,49,0.025,0.245,"GO:1903034","BP",10,"regulation of response to wounding",1,NA,5.3353439322379
"133","turquoise",TRUE,8.49e-05,246,1973,65,0.033,0.264,"GO:0051606","BP",7,"detection of stimulus",1,NA,5.93496505478702
"134","turquoise",TRUE,0.00552,93,1973,30,0.015,0.323,"GO:0009593","BP",7,"detection of chemical stimulus",2,NA,6.54259006190881
"135","turquoise",TRUE,0.0426,97,1973,29,0.015,0.299,"GO:0007606","BP",7,"sensory perception of chemical stimulus",1,NA,6.64613074084965
"136","turquoise",TRUE,0.000624,85,1973,30,0.015,0.353,"GO:0050906","BP",7,"detection of stimulus involved in sensory perception",1,NA,6.66447987951784
"137","turquoise",TRUE,0.00349,69,1973,25,0.013,0.362,"GO:0050907","BP",7,"detection of chemical stimulus involved in sensory perception",2,NA,7.0981158645927
"138","turquoise",TRUE,0.0207,41,1973,17,0.009,0.415,"GO:0050911","BP",7,"detection of chemical stimulus involved in sensory perception of smell",1,NA,9.96031674552217
"139","turquoise",TRUE,0.0282,11,1973,8,0.004,0.727,"GO:0034385","CC",3,"triglyceride-rich lipoprotein particle",1,NA,7.32346770354185
"140","turquoise",TRUE,0.0282,11,1973,8,0.004,0.727,"GO:0034361","CC",3,"very-low-density lipoprotein particle",2,NA,7.54661125485606
"141","turquoise",TRUE,2.44e-07,709,1973,156,0.079,0.22,"GO:0005615","CC",9,"extracellular space",1,NA,3.52349420192233
"142","turquoise",TRUE,0.00593,1500,1973,261,0.132,0.174,"GO:0044459","CC",2,"plasma membrane part",1,NA,3.2682105300278
"143","turquoise",TRUE,9.11e-05,1625,1973,291,0.147,0.179,"GO:0031224","CC",2,"intrinsic component of membrane",1,NA,3.57986334973867
"144","turquoise",TRUE,6.8e-05,1568,1973,283,0.143,0.18,"GO:0016021","CC",2,"integral component of membrane",2,NA,3.65097172867844
"145","turquoise",TRUE,2.12e-05,1078,1973,209,0.106,0.194,"GO:0031226","CC",2,"intrinsic component of plasma membrane",2,NA,4.25309188699209
"146","turquoise",TRUE,7.51e-06,1034,1973,204,0.103,0.197,"GO:0005887","CC",2,"integral component of plasma membrane",3,NA,4.3556206334774
"147","turquoise",TRUE,0.000131,80,1973,30,0.015,0.375,"GO:0017171","MF",1,"serine hydrolase activity",1,NA,6.01187031073125
"148","turquoise",TRUE,9.37e-05,79,1973,30,0.015,0.38,"GO:0008236","MF",1,"serine-type peptidase activity",1,NA,6.0591231955818
"149","turquoise",TRUE,0.0352,17,1973,10,0.005,0.588,"GO:0008519","MF",8,"ammonium transmembrane transporter activity",1,NA,7.14173514290347
"150","turquoise",TRUE,0.00306,687,1973,136,0.069,0.198,"GO:0004872","MF",11,"receptor activity",1,NA,3.99594217477374
"151","turquoise",TRUE,0.00435,563,1973,115,0.058,0.204,"GO:0038023","MF",11,"signaling receptor activity",2,NA,4.13181823435752
"152","turquoise",TRUE,0.00204,513,1973,108,0.055,0.211,"GO:0004888","MF",11,"transmembrane signaling receptor activity",3,NA,4.27275457498862
"153","turquoise",TRUE,0.0222,229,1973,55,0.028,0.24,"GO:0004930","MF",11,"G-protein coupled receptor activity",4,NA,4.99887177478613
"154","turquoise",TRUE,0.025,30,1973,14,0.007,0.467,"GO:1901618","MF",4,"organic hydroxy compound transmembrane transporter activity",1,NA,7.41366885838711
"155","pink",TRUE,0.00963,3810,614,208,0.339,0.055,"GO:0023052","BP",1,"signaling",1,NA,2.12889798033647
"156","pink",TRUE,0.0187,3451,614,190,0.309,0.055,"GO:0032501","BP",1,"multicellular organismal process",1,NA,1.67871931335938
"157","pink",TRUE,0.0247,2797,614,159,0.259,0.057,"GO:0032502","BP",1,"developmental process",1,NA,1.87144795636018
"158","pink",TRUE,0.0287,2508,614,145,0.236,0.058,"GO:0048856","BP",1,"anatomical structure development",2,NA,1.9731319972887
"159","pink",TRUE,0.0238,1400,614,91,0.148,0.065,"GO:0009653","BP",1,"anatomical structure morphogenesis",2,NA,2.91497580358747
"160","pink",TRUE,0.0121,501,614,43,0.07,0.086,"GO:0022603","BP",1,"regulation of anatomical structure morphogenesis",3,NA,4.23836696691052
"161","pink",TRUE,0.0486,6873,614,337,0.549,0.049,"GO:0065007","BP",1,"biological regulation",1,NA,0.656987066703161
"162","pink",TRUE,0.00322,6417,614,325,0.529,0.051,"GO:0050789","BP",1,"regulation of biological process",2,NA,0.725625282682158
"163","pink",TRUE,0.00168,3918,614,217,0.353,0.055,"GO:0019222","BP",1,"regulation of metabolic process",3,NA,1.68277765754713
"164","pink",TRUE,0.0063,3287,614,185,0.301,0.056,"GO:0060255","BP",1,"regulation of macromolecule metabolic process",4,NA,1.93529099605339
"165","pink",TRUE,0.00962,2271,614,136,0.221,0.06,"GO:0010468","BP",1,"regulation of gene expression",5,NA,2.41889893281498
"166","pink",TRUE,0.0129,2263,614,135,0.22,0.06,"GO:0009889","BP",1,"regulation of biosynthetic process",4,NA,2.48299534775144
"167","pink",TRUE,0.0241,2125,614,127,0.207,0.06,"GO:0010556","BP",1,"regulation of macromolecule biosynthetic process",5,NA,2.54966721310032
"168","pink",TRUE,0.00079,6055,614,313,0.51,0.052,"GO:0050794","BP",1,"regulation of cellular process",3,NA,0.900741125435726
"169","pink",TRUE,0.00865,3411,614,190,0.309,0.056,"GO:0031323","BP",1,"regulation of cellular metabolic process",4,NA,1.89332455605549
"170","pink",TRUE,0.00101,1780,614,116,0.189,0.065,"GO:0023051","BP",1,"regulation of signaling",3,NA,2.65613710308402
"171","pink",TRUE,0.0449,2699,614,153,0.249,0.057,"GO:0048519","BP",1,"negative regulation of biological process",1,NA,1.9177779815671
"172","pink",TRUE,0.0117,2425,614,143,0.233,0.059,"GO:0018130","BP",1,"heterocycle biosynthetic process",1,NA,2.56828517800758
"173","pink",TRUE,0.037,2499,614,144,0.235,0.058,"GO:1901362","BP",1,"organic cyclic compound biosynthetic process",1,NA,2.53913921692678
"174","pink",TRUE,0.00834,2703,614,157,0.256,0.058,"GO:0044767","BP",1,"single-organism developmental process",1,NA,1.88847359591301
"175","pink",TRUE,0.0148,3265,614,182,0.296,0.056,"GO:0080090","BP",1,"regulation of primary metabolic process",1,NA,2.00051681368826
"176","pink",TRUE,0.0091,3807,614,208,0.339,0.055,"GO:0044700","BP",1,"single organism signaling",1,NA,2.12969241930576
"177","pink",TRUE,0.0216,3328,614,184,0.3,0.055,"GO:0044707","BP",1,"single-multicellular organism process",1,NA,1.69853206600742
"178","pink",TRUE,0.0209,2160,614,129,0.21,0.06,"GO:0007275","BP",1,"multicellular organismal development",2,NA,2.11607602738036
"179","pink",TRUE,0.0329,1974,614,119,0.194,0.06,"GO:0048731","BP",1,"system development",3,NA,2.21336778505085
"180","pink",TRUE,0.0344,715,614,54,0.088,0.076,"GO:2000026","BP",1,"regulation of multicellular organismal development",3,NA,3.52416637715274
"181","pink",TRUE,0.0023,3346,614,190,0.309,0.057,"GO:0048518","BP",1,"positive regulation of biological process",1,NA,1.55976973622525
"182","pink",TRUE,0.0458,529,614,43,0.07,0.081,"GO:0051094","BP",1,"positive regulation of developmental process",2,NA,3.92963148526091
"183","pink",TRUE,0.0117,2425,614,143,0.233,0.059,"GO:0019438","BP",1,"aromatic compound biosynthetic process",1,NA,2.56674600577821
"184","pink",TRUE,0.00701,2237,614,135,0.22,0.06,"GO:0031326","BP",1,"regulation of cellular biosynthetic process",1,NA,2.50965594931063
"185","pink",TRUE,0.00932,2044,614,125,0.204,0.061,"GO:2000112","BP",1,"regulation of cellular macromolecule biosynthetic process",2,NA,2.61786123316354
"186","pink",TRUE,0.00707,2907,614,167,0.272,0.057,"GO:0048522","BP",1,"positive regulation of cellular process",1,NA,1.81636351491936
"187","pink",TRUE,0.00554,3957,614,216,0.352,0.055,"GO:0007154","BP",1,"cell communication",1,NA,2.11040807514015
"188","pink",TRUE,0.000668,1904,614,123,0.2,0.065,"GO:0010646","BP",1,"regulation of cell communication",2,NA,2.65244396475847
"189","pink",TRUE,0.00978,3439,614,191,0.311,0.056,"GO:0007165","BP",1,"signal transduction",2,NA,2.24207579356286
"190","pink",TRUE,0.000463,1598,614,108,0.176,0.068,"GO:0009966","BP",1,"regulation of signal transduction",3,NA,2.75431044273902
"191","pink",TRUE,0.00491,2387,614,143,0.233,0.06,"GO:0034654","BP",1,"nucleobase-containing compound biosynthetic process",1,NA,2.57850356696626
"192","pink",TRUE,0.0183,2487,614,145,0.236,0.058,"GO:0048523","BP",1,"negative regulation of cellular process",1,NA,2.09916764671438
"193","pink",TRUE,0.0114,1570,614,101,0.164,0.064,"GO:0009892","BP",1,"negative regulation of metabolic process",1,NA,2.89427648757432
"194","pink",TRUE,0.0201,2241,614,133,0.217,0.059,"GO:0009893","BP",1,"positive regulation of metabolic process",1,NA,2.4128150627072
"195","pink",TRUE,0.0105,1746,614,110,0.179,0.063,"GO:0010604","BP",1,"positive regulation of macromolecule metabolic process",2,NA,2.70014557952169
"196","pink",TRUE,0.0224,2329,614,137,0.223,0.059,"GO:0051171","BP",1,"regulation of nitrogen compound metabolic process",1,NA,2.52252162385024
"197","pink",TRUE,0.00332,2145,614,132,0.215,0.062,"GO:0019219","BP",1,"regulation of nucleobase-containing compound metabolic process",2,NA,2.54363765006364
"198","pink",TRUE,0.0467,832,614,60,0.098,0.072,"GO:0045934","BP",1,"negative regulation of nucleobase-containing compound metabolic process",3,NA,3.69691848293055
"199","pink",TRUE,0.0148,1961,614,120,0.195,0.061,"GO:0051252","BP",1,"regulation of RNA metabolic process",3,NA,2.64709635843187
"200","pink",TRUE,0.0374,1675,614,104,0.169,0.062,"GO:0030154","BP",1,"cell differentiation",1,NA,2.76026505653751
"201","pink",TRUE,0.00252,1008,614,74,0.121,0.073,"GO:0048468","BP",1,"cell development",2,NA,3.59728864198171
