"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"48","yellow",TRUE,0.000348,137,1700,38,0.022,0.277,"GO:0001505","BP",11,"regulation of neurotransmitter levels",1,NA,6.5930209155357
"49","yellow",TRUE,0.00534,76,1700,24,0.014,0.316,"GO:0050803","BP",11,"regulation of synapse structure or activity",1,NA,6.93989185937781
"50","yellow",TRUE,8.72e-08,328,1700,80,0.047,0.244,"GO:0006091","BP",11,"generation of precursor metabolites and energy",1,NA,5.96211604385297
"51","yellow",TRUE,0.0051,489,1700,91,0.054,0.186,"GO:0055114","BP",11,"oxidation-reduction process",1,NA,5.1043878411869
"52","yellow",TRUE,8.85e-07,261,1700,66,0.039,0.253,"GO:0015980","BP",11,"energy derivation by oxidation of organic compounds",2,NA,6.46380918405569
"53","yellow",TRUE,4.8e-05,128,1700,38,0.022,0.297,"GO:0045333","BP",11,"cellular respiration",3,NA,7.18772802328239
"54","yellow",TRUE,0.000928,39,1700,17,0.01,0.436,"GO:0009060","BP",11,"aerobic respiration",4,NA,8.4562393487459
"55","yellow",TRUE,0.0253,93,1700,26,0.015,0.28,"GO:0022900","BP",11,"electron transport chain",2,NA,8.35087883308807
"56","yellow",TRUE,0.000302,780,1700,138,0.081,0.177,"GO:0007267","BP",11,"cell-cell signaling",1,NA,4.51789903500038
"57","yellow",TRUE,0.0177,257,1700,54,0.032,0.21,"GO:0023061","BP",11,"signal release",2,NA,5.44945723900532
"58","yellow",TRUE,2.27e-11,488,1700,116,0.068,0.238,"GO:0007268","BP",11,"synaptic transmission",2,NA,5.246292154622
"59","yellow",TRUE,2.14e-06,111,1700,37,0.022,0.333,"GO:0050804","BP",11,"modulation of synaptic transmission",3,NA,5.85767338048538
"60","yellow",TRUE,0.00201,45,1700,18,0.011,0.4,"GO:0048167","BP",11,"regulation of synaptic plasticity",4,NA,6.76164362797149
"61","yellow",TRUE,0.00349,16,1700,10,0.006,0.625,"GO:1902803","BP",11,"regulation of synaptic vesicle transport",4,NA,8.16855727629412
"62","yellow",TRUE,0.000142,112,1700,34,0.02,0.304,"GO:0007269","BP",11,"neurotransmitter secretion",3,NA,7.04254601343789
"63","yellow",TRUE,8.23e-05,1119,1700,188,0.111,0.168,"GO:0007399","BP",11,"nervous system development",1,NA,3.3992860796256
"64","yellow",TRUE,4.41e-05,777,1700,141,0.083,0.181,"GO:0022008","BP",11,"neurogenesis",2,NA,3.90353273229355
"65","yellow",TRUE,5.08e-05,751,1700,137,0.081,0.182,"GO:0048699","BP",11,"generation of neurons",3,NA,4.00189205249239
"66","yellow",TRUE,0.0109,609,1700,107,0.063,0.176,"GO:0032990","BP",11,"cell part morphogenesis",1,NA,4.58503833783801
"67","yellow",TRUE,0.0172,601,1700,105,0.062,0.175,"GO:0048858","BP",11,"cell projection morphogenesis",2,NA,4.60609174703584
"68","yellow",TRUE,0.00151,244,1700,55,0.032,0.225,"GO:0006887","BP",11,"exocytosis",1,NA,5.57205956109765
"69","yellow",TRUE,0.0286,99,1700,27,0.016,0.273,"GO:0017157","BP",11,"regulation of exocytosis",2,NA,6.16482755634998
"70","yellow",TRUE,9.54e-06,57,1700,24,0.014,0.421,"GO:0016079","BP",11,"synaptic vesicle exocytosis",2,NA,7.8202505820259
"71","yellow",TRUE,5.12e-06,698,1700,133,0.078,0.191,"GO:0030182","BP",11,"neuron differentiation",1,NA,4.18111763158122
"72","yellow",TRUE,6.87e-08,591,1700,123,0.072,0.208,"GO:0048666","BP",11,"neuron development",1,NA,4.45498520958981
"73","yellow",TRUE,4.22e-08,555,1700,118,0.069,0.213,"GO:0031175","BP",11,"neuron projection development",2,NA,4.6013747571577
"74","yellow",TRUE,0.00165,397,1700,79,0.046,0.199,"GO:0061564","BP",11,"axon development",3,NA,5.57205956109765
"75","yellow",TRUE,3.16e-05,458,1700,94,0.055,0.205,"GO:0048812","BP",11,"neuron projection morphogenesis",3,NA,5.15220571553739
"76","yellow",TRUE,0.000999,425,1700,84,0.049,0.198,"GO:0048667","BP",11,"cell morphogenesis involved in neuron differentiation",2,NA,5.3159258463808
"77","yellow",TRUE,0.000628,388,1700,79,0.046,0.204,"GO:0007409","BP",11,"axonogenesis",3,NA,5.69763686848086
"78","yellow",TRUE,0.0197,316,1700,63,0.037,0.199,"GO:0097485","BP",11,"neuron projection guidance",1,NA,6.32273058579579
"79","yellow",TRUE,0.0197,316,1700,63,0.037,0.199,"GO:0007411","BP",11,"axon guidance",2,NA,6.43395622090601
"80","yellow",TRUE,0.00639,325,1700,66,0.039,0.203,"GO:0055082","BP",16,"cellular chemical homeostasis",1,NA,4.74538098791319
"81","yellow",TRUE,0.0293,434,1700,80,0.047,0.184,"GO:0043632","BP",14,"modification-dependent macromolecule catabolic process",1,NA,4.86350375518486
"82","yellow",TRUE,0.0313,3463,1700,471,0.277,0.136,"GO:0019538","BP",14,"protein metabolic process",1,NA,2.18252411918334
"83","yellow",TRUE,0.00451,3194,1700,445,0.262,0.139,"GO:0044267","BP",14,"cellular protein metabolic process",2,NA,2.30350665404179
"84","yellow",TRUE,0.0343,491,1700,88,0.052,0.179,"GO:0044257","BP",14,"cellular protein catabolic process",1,NA,4.63730676638376
"85","yellow",TRUE,0.00965,469,1700,87,0.051,0.186,"GO:0051603","BP",14,"proteolysis involved in cellular protein catabolic process",1,NA,4.70542893690147
"86","yellow",TRUE,0.0173,428,1700,80,0.047,0.187,"GO:0019941","BP",14,"modification-dependent protein catabolic process",2,NA,4.87581160285946
"87","yellow",TRUE,0.0338,422,1700,78,0.046,0.185,"GO:0006511","BP",14,"ubiquitin-dependent protein catabolic process",3,NA,4.88514293028834
"88","yellow",TRUE,0.000126,1758,1700,273,0.161,0.155,"GO:0044281","BP",18,"small molecule metabolic process",1,NA,3.48874354731026
"89","yellow",TRUE,0.00843,1437,1700,220,0.129,0.153,"GO:1901564","BP",7,"organonitrogen compound metabolic process",1,NA,3.94782483122211
"90","yellow",TRUE,0.0286,708,1700,119,0.07,0.168,"GO:0019637","BP",17,"organophosphate metabolic process",1,NA,4.42692725679465
"91","yellow",TRUE,0.0232,82,1700,24,0.014,0.293,"GO:0048013","BP",20,"ephrin receptor signaling pathway",1,NA,7.43458810121392
"92","yellow",TRUE,0.0209,632,1700,109,0.064,0.172,"GO:0070647","BP",21,"protein modification by small protein conjugation or removal",1,NA,3.95642967841563
"93","yellow",TRUE,0.0174,469,1700,86,0.051,0.183,"GO:0016567","BP",4,"protein ubiquitination",1,NA,4.26490252053649
"94","yellow",TRUE,0.0135,163,1700,39,0.023,0.239,"GO:0000209","BP",4,"protein polyubiquitination",2,NA,5.41171691102247
"95","yellow",TRUE,0.0391,16,1700,9,0.005,0.562,"GO:0097484","BP",15,"dendrite extension",1,NA,10.6534639260821
"96","yellow",TRUE,0.012,50,1700,18,0.011,0.36,"GO:0006835","BP",12,"dicarboxylic acid transport",1,NA,7.0981158645927
"97","yellow",TRUE,0.0286,99,1700,27,0.016,0.273,"GO:0006865","BP",12,"amino acid transport",1,NA,6.27143729140824
"98","yellow",TRUE,0.0365,27,1700,12,0.007,0.444,"GO:0014047","BP",12,"glutamate secretion",1,NA,9.55485163741401
"99","yellow",TRUE,1.18e-05,180,1700,49,0.029,0.272,"GO:0019882","BP",10,"antigen processing and presentation",1,NA,6.61041265824757
"100","yellow",TRUE,6.27e-07,156,1700,47,0.028,0.301,"GO:0048002","BP",10,"antigen processing and presentation of peptide antigen",2,NA,7.25226654441996
"101","yellow",TRUE,5.09e-07,145,1700,45,0.026,0.31,"GO:0019884","BP",10,"antigen processing and presentation of exogenous antigen",2,NA,9.04402601364802
"102","yellow",TRUE,2.35e-07,142,1700,45,0.026,0.317,"GO:0002478","BP",10,"antigen processing and presentation of exogenous peptide antigen",3,NA,9.04402601364802
"103","yellow",TRUE,1.11e-05,79,1700,29,0.017,0.367,"GO:0002504","BP",10,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",2,NA,7.76309216818595
"104","yellow",TRUE,7.89e-06,78,1700,29,0.017,0.372,"GO:0002495","BP",10,"antigen processing and presentation of peptide antigen via MHC class II",3,NA,8.01440659646686
"105","yellow",TRUE,3.9e-06,76,1700,29,0.017,0.382,"GO:0019886","BP",10,"antigen processing and presentation of exogenous peptide antigen via MHC class II",4,NA,9.26716956496223
"106","yellow",TRUE,0.00237,22,1700,12,0.007,0.545,"GO:0072583","BP",19,"clathrin-mediated endocytosis",1,NA,8.08851456862058
"107","yellow",TRUE,0.0274,144,1700,35,0.021,0.243,"GO:0009199","BP",2,"ribonucleoside triphosphate metabolic process",1,NA,6.89226381038855
"108","yellow",TRUE,0.0274,144,1700,35,0.021,0.243,"GO:0009205","BP",2,"purine ribonucleoside triphosphate metabolic process",2,NA,6.96458447196818
"109","yellow",TRUE,0.0249,167,1700,39,0.023,0.234,"GO:0009123","BP",2,"nucleoside monophosphate metabolic process",1,NA,6.61041265824757
"110","yellow",TRUE,0.0084,160,1700,39,0.023,0.244,"GO:0009126","BP",2,"purine nucleoside monophosphate metabolic process",2,NA,6.76164362797149
"111","yellow",TRUE,0.0135,163,1700,39,0.023,0.239,"GO:0009161","BP",2,"ribonucleoside monophosphate metabolic process",2,NA,6.74144092065397
"112","yellow",TRUE,0.0084,160,1700,39,0.023,0.244,"GO:0009167","BP",2,"purine ribonucleoside monophosphate metabolic process",3,NA,6.76164362797149
"113","yellow",TRUE,0.024,197,1700,44,0.026,0.223,"GO:0042278","BP",2,"purine nucleoside metabolic process",1,NA,6.30965850422843
"114","yellow",TRUE,0.0418,195,1700,43,0.025,0.221,"GO:0046128","BP",2,"purine ribonucleoside metabolic process",2,NA,6.36300448493373
"115","yellow",TRUE,0.0167,141,1700,35,0.021,0.248,"GO:0046034","BP",2,"ATP metabolic process",3,NA,7.04254601343789
"116","yellow",TRUE,3.37e-05,11021,1700,1367,0.804,0.124,"GO:0005575","CC",1,"cellular_component",1,NA,0
"117","yellow",TRUE,1.42e-07,279,1700,71,0.042,0.254,"GO:0045202","CC",1,"synapse",2,NA,4.91652259522356
"118","yellow",TRUE,8.38e-13,4898,1700,717,0.422,0.146,"GO:0016020","CC",1,"membrane",2,NA,1.71601259251274
"119","yellow",TRUE,0.0117,41,1700,16,0.009,0.39,"GO:0048475","CC",1,"coated membrane",3,NA,6.63032052298191
"120","yellow",TRUE,3.77e-06,956,1700,171,0.101,0.179,"GO:0098805","CC",1,"whole membrane",3,NA,NA
"121","yellow",TRUE,5.8e-07,9915,1700,1259,0.741,0.127,"GO:0005623","CC",1,"cell",2,NA,0.275255071864458
"122","yellow",TRUE,0.00109,2565,1700,371,0.218,0.145,"GO:0044425","CC",1,"membrane part",2,NA,2.67907680440048
"123","yellow",TRUE,7.79e-07,9895,1700,1256,0.739,0.127,"GO:0044464","CC",1,"cell part",2,NA,0.27551579406643
"124","yellow",TRUE,0.00107,52,1700,20,0.012,0.385,"GO:0030427","CC",1,"site of polarized growth",3,NA,6.38737434437152
"125","yellow",TRUE,1.88e-14,463,1700,119,0.07,0.257,"GO:0097458","CC",1,"neuron part",3,NA,3.96135771058774
"126","yellow",TRUE,0.00771,183,1700,43,0.025,0.235,"GO:0036477","CC",1,"somatodendritic compartment",4,NA,4.85961446295168
"127","yellow",TRUE,8.8e-06,2181,1700,335,0.197,0.154,"GO:0012505","CC",1,"endomembrane system",3,NA,2.44332081759953
"128","yellow",TRUE,0.00808,754,1700,128,0.075,0.17,"GO:0042995","CC",1,"cell projection",3,NA,3.35411963149444
"129","yellow",TRUE,4.93e-14,330,1700,94,0.055,0.285,"GO:0043005","CC",1,"neuron projection",4,NA,4.30060676259961
"130","yellow",TRUE,3.92e-07,110,1700,38,0.022,0.345,"GO:0030424","CC",1,"axon",5,NA,5.39194629193864
"131","yellow",TRUE,0.0101,45,1700,17,0.01,0.378,"GO:0033267","CC",1,"axon part",6,NA,6.12954523506942
"132","yellow",TRUE,0.00857,49,1700,18,0.011,0.367,"GO:0030426","CC",1,"growth cone",5,NA,6.4071769716677
"133","yellow",TRUE,9.51e-10,8662,1700,1138,0.669,0.131,"GO:0005622","CC",1,"intracellular",3,NA,0.458202476180666
"134","yellow",TRUE,3.37e-10,8495,1700,1122,0.66,0.132,"GO:0044424","CC",1,"intracellular part",4,NA,0.465375469578815
"135","yellow",TRUE,7.79e-23,6627,1700,971,0.571,0.147,"GO:0005737","CC",1,"cytoplasm",5,NA,1.19900315497263
"136","yellow",TRUE,3.81e-21,5278,1700,803,0.472,0.152,"GO:0044444","CC",1,"cytoplasmic part",6,NA,1.60446826308079
"137","yellow",TRUE,1.86e-05,2350,1700,355,0.209,0.151,"GO:0005829","CC",1,"cytosol",7,NA,3.70715894226275
"138","yellow",TRUE,0.0052,7076,1700,908,0.534,0.128,"GO:0043229","CC",1,"intracellular organelle",5,NA,0.76882230233395
"139","yellow",TRUE,5.4e-07,192,1700,54,0.032,0.281,"GO:0044456","CC",1,"synapse part",2,NA,5.37044008671767
"140","yellow",TRUE,1.22e-06,86,1700,32,0.019,0.372,"GO:0098793","CC",1,"presynapse",3,NA,NA
"141","yellow",TRUE,0.0275,5353,1700,699,0.411,0.131,"GO:0044422","CC",1,"organelle part",1,NA,1.39654167757144
"142","yellow",TRUE,0.00745,5240,1700,691,0.406,0.132,"GO:0044446","CC",1,"intracellular organelle part",2,NA,1.42975381177755
"143","yellow",TRUE,2.57e-08,2596,1700,403,0.237,0.155,"GO:0031982","CC",1,"vesicle",1,NA,2.18561255943488
"144","yellow",TRUE,1.19e-06,558,1700,114,0.067,0.204,"GO:0031410","CC",1,"cytoplasmic vesicle",2,NA,4.08871852951736
"145","yellow",TRUE,6.1e-05,300,1700,68,0.04,0.227,"GO:0044433","CC",1,"cytoplasmic vesicle part",3,NA,5.63706874997162
"146","yellow",TRUE,0.0139,7579,1700,962,0.566,0.127,"GO:0043227","CC",1,"membrane-bounded organelle",1,NA,0.734472452582356
"147","yellow",TRUE,0.0147,146,1700,36,0.021,0.247,"GO:0031984","CC",1,"organelle subcompartment",2,NA,7.06110343907436
"148","yellow",TRUE,0.00585,135,1700,35,0.021,0.259,"GO:0098791","CC",1,"Golgi subcompartment",3,NA,NA
"149","yellow",TRUE,4.31e-08,2536,1700,394,0.232,0.155,"GO:0031988","CC",1,"membrane-bounded vesicle",2,NA,2.24642064392634
"150","yellow",TRUE,1.23e-17,1642,1700,312,0.184,0.19,"GO:0031090","CC",1,"organelle membrane",2,NA,3.18430912552996
"151","yellow",TRUE,2.24e-13,1234,1700,238,0.14,0.193,"GO:0098588","CC",1,"bounding membrane of organelle",3,NA,3.54269298472366
"152","yellow",TRUE,0.000191,224,1700,54,0.032,0.241,"GO:0012506","CC",1,"vesicle membrane",3,NA,5.69422716381157
"153","yellow",TRUE,0.00131,6479,1700,844,0.496,0.13,"GO:0043231","CC",1,"intracellular membrane-bounded organelle",2,NA,0.948868868810718
"154","yellow",TRUE,0.014,372,1700,72,0.042,0.194,"GO:0005773","CC",1,"vacuole",3,NA,4.49025435948564
"155","yellow",TRUE,0.0105,259,1700,55,0.032,0.212,"GO:0044437","CC",1,"vacuolar part",4,NA,5.14871598205769
"156","yellow",TRUE,0.00131,201,1700,48,0.028,0.239,"GO:0005774","CC",1,"vacuolar membrane",5,NA,5.16590838259806
"157","yellow",TRUE,0.0441,177,1700,40,0.024,0.226,"GO:0005765","CC",1,"lysosomal membrane",6,NA,5.24402616186202
"158","yellow",TRUE,2.63e-06,882,1700,161,0.095,0.183,"GO:0005739","CC",1,"mitochondrion",3,NA,3.29011241294618
"159","yellow",TRUE,0.0126,541,1700,97,0.057,0.179,"GO:0044429","CC",1,"mitochondrial part",4,NA,4.26476063082647
"160","yellow",TRUE,0.000471,444,1700,88,0.052,0.198,"GO:0005768","CC",1,"endosome",3,NA,4.05389876435813
"161","yellow",TRUE,9.53e-07,511,1700,107,0.063,0.209,"GO:0016023","CC",1,"cytoplasmic membrane-bounded vesicle",3,NA,4.24155773374681
"162","yellow",TRUE,0.000232,70,1700,25,0.015,0.357,"GO:0008021","CC",1,"synaptic vesicle",4,NA,6.68161381736946
"163","yellow",TRUE,4.35e-05,215,1700,54,0.032,0.251,"GO:0030659","CC",1,"cytoplasmic vesicle membrane",4,NA,5.78660048394259
"164","yellow",TRUE,0.00634,92,1700,27,0.016,0.293,"GO:0030666","CC",1,"endocytic vesicle membrane",5,NA,8.23975843541601
"165","yellow",TRUE,1.18e-06,597,1700,120,0.071,0.201,"GO:0098796","CC",1,"membrane protein complex",1,NA,NA
"166","yellow",TRUE,0.0117,41,1700,16,0.009,0.39,"GO:0030117","CC",1,"membrane coat",2,NA,6.63032052298191
"167","yellow",TRUE,0.0191,15,1700,9,0.005,0.6,"GO:0030118","CC",1,"clathrin coat",3,NA,7.83429332730784
"168","yellow",TRUE,0.0391,16,1700,9,0.005,0.562,"GO:0030119","CC",1,"AP-type membrane coat adaptor complex",2,NA,7.92130470429747
"169","yellow",TRUE,0.000955,2216,1700,327,0.192,0.148,"GO:0043230","CC",1,"extracellular organelle",1,NA,2.39621401838465
"170","yellow",TRUE,0.00213,2203,1700,323,0.19,0.147,"GO:0065010","CC",1,"extracellular membrane-bounded organelle",2,NA,2.39621401838465
"171","yellow",TRUE,0.0383,95,1700,26,0.015,0.274,"GO:0098798","CC",1,"mitochondrial protein complex",1,NA,NA
"172","yellow",TRUE,0.000955,2216,1700,327,0.192,0.148,"GO:1903561","CC",1,"extracellular vesicle",1,NA,2.39693891874259
"173","yellow",TRUE,0.00213,2203,1700,323,0.19,0.147,"GO:0070062","CC",1,"extracellular exosome",2,NA,2.39730156607205
"174","yellow",TRUE,0.0206,356,1700,69,0.041,0.194,"GO:0005740","CC",1,"mitochondrial envelope",1,NA,4.61875640370516
"175","yellow",TRUE,0.00794,327,1700,66,0.039,0.202,"GO:0031966","CC",1,"mitochondrial membrane",2,NA,4.75085547333475
"176","yellow",TRUE,0.00156,112,1700,32,0.019,0.286,"GO:0044455","CC",1,"mitochondrial membrane part",3,NA,5.42136017714493
"177","yellow",TRUE,0.0194,38,1700,15,0.009,0.395,"GO:0045334","CC",1,"clathrin-coated endocytic vesicle",1,NA,8.12197539975962
"178","yellow",TRUE,0.00107,52,1700,20,0.012,0.385,"GO:0030665","CC",1,"clathrin-coated vesicle membrane",1,NA,7.92130470429747
"179","yellow",TRUE,0.0322,35,1700,14,0.008,0.4,"GO:0030669","CC",1,"clathrin-coated endocytic vesicle membrane",2,NA,8.70976206466174
"180","yellow",TRUE,0.0132,37,1700,15,0.009,0.405,"GO:0032588","CC",5,"trans-Golgi network membrane",1,NA,7.32346770354185
"181","yellow",TRUE,0.0432,418,1700,77,0.045,0.184,"GO:0008092","MF",8,"cytoskeletal protein binding",1,NA,3.89099157918724
"182","yellow",TRUE,0.0274,144,1700,35,0.021,0.243,"GO:0015631","MF",8,"tubulin binding",2,NA,5.03296598612911
"183","yellow",TRUE,0.00601,20,1700,11,0.006,0.55,"GO:0019894","MF",8,"kinesin binding",2,NA,7.14173514290347
"184","yellow",TRUE,0.0432,480,1700,86,0.051,0.179,"GO:0016817","MF",13,"hydrolase activity, acting on acid anhydrides",1,NA,4.30852179884725
"185","yellow",TRUE,0.0432,480,1700,86,0.051,0.179,"GO:0016818","MF",13,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",2,NA,4.30852179884725
"186","yellow",TRUE,0.0432,480,1700,86,0.051,0.179,"GO:0016462","MF",13,"pyrophosphatase activity",3,NA,4.30852179884725
"187","yellow",TRUE,0.00218,54,1700,20,0.012,0.37,"GO:0051087","MF",6,"chaperone binding",1,NA,6.37959509085657
"188","yellow",TRUE,0.000616,10878,1700,1343,0.79,0.123,"GO:0003674","MF",9,"molecular_function",1,NA,0
"189","yellow",TRUE,7.66e-05,749,1700,136,0.08,0.182,"GO:0005215","MF",9,"transporter activity",2,NA,3.66122792278343
"190","yellow",TRUE,0.0223,640,1700,110,0.065,0.172,"GO:0022892","MF",9,"substrate-specific transporter activity",3,NA,3.75492649869341
"191","yellow",TRUE,0.00287,599,1700,108,0.064,0.18,"GO:0022857","MF",9,"transmembrane transporter activity",3,NA,3.8078313969753
"192","yellow",TRUE,0.0126,548,1700,98,0.058,0.179,"GO:0022891","MF",9,"substrate-specific transmembrane transporter activity",4,NA,3.85653667510419
"193","yellow",TRUE,1.29e-07,3109,1700,465,0.274,0.15,"GO:0003824","MF",9,"catalytic activity",2,NA,1.96908898486082
"194","yellow",TRUE,0.00538,1232,1700,194,0.114,0.157,"GO:0016740","MF",9,"transferase activity",3,NA,2.80288943363451
"195","yellow",TRUE,0.000867,84,1700,27,0.016,0.321,"GO:0000149","MF",3,"SNARE binding",1,NA,6.40206794670863
"196","yellow",TRUE,3.53e-05,56,1700,23,0.014,0.411,"GO:0019905","MF",3,"syntaxin binding",2,NA,6.65989705601073
"197","yellow",TRUE,0.00231,10,1700,8,0.005,0.8,"GO:0017075","MF",3,"syntaxin-1 binding",3,NA,7.88367248763284
"198","black",TRUE,0.0278,7,865,5,0.006,0.714,"GO:0035414","BP",7,"negative regulation of catenin import into nucleus",1,NA,8.57402238440228
