"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"46","yellow",TRUE,3.39e-08,84,899,25,0.028,0.298,"GO:0048489","BP",3,"synaptic vesicle transport",5,NA,6.76164362797149
"47","yellow",TRUE,3.2e-07,137,899,31,0.034,0.226,"GO:0001505","BP",3,"regulation of neurotransmitter levels",1,NA,6.5930209155357
"48","yellow",TRUE,6.56e-09,112,899,30,0.033,0.268,"GO:0007269","BP",3,"neurotransmitter secretion",2,NA,7.04254601343789
"49","yellow",TRUE,1.75e-08,964,899,113,0.126,0.117,"GO:0055085","BP",3,"transmembrane transport",1,NA,4.1461862136971
"50","yellow",TRUE,0.0498,196,899,28,0.031,0.143,"GO:0034762","BP",3,"regulation of transmembrane transport",2,NA,4.96310447175806
"51","yellow",TRUE,0.0076,130,899,23,0.026,0.177,"GO:0022898","BP",3,"regulation of transmembrane transporter activity",3,NA,5.52949994667886
"52","yellow",TRUE,2.98e-10,693,899,94,0.105,0.136,"GO:0034220","BP",3,"ion transmembrane transport",2,NA,4.27843910625402
"53","yellow",TRUE,6.03e-11,438,899,71,0.079,0.162,"GO:0098660","BP",3,"inorganic ion transmembrane transport",3,NA,4.67965431421286
"54","yellow",TRUE,1.07e-05,422,899,58,0.065,0.137,"GO:0098655","BP",3,"cation transmembrane transport",3,NA,4.74266728204159
"55","yellow",TRUE,4.75e-07,379,899,57,0.063,0.15,"GO:0098662","BP",3,"inorganic cation transmembrane transport",4,NA,4.80413914613526
"56","yellow",TRUE,0.0226,188,899,28,0.031,0.149,"GO:0034765","BP",3,"regulation of ion transmembrane transport",3,NA,5.00801702843888
"57","yellow",TRUE,0.0103,114,899,21,0.023,0.184,"GO:1904062","BP",3,"regulation of cation transmembrane transport",4,NA,NA
"58","yellow",TRUE,0.00663,129,899,23,0.026,0.178,"GO:0032412","BP",3,"regulation of ion transmembrane transporter activity",4,NA,5.54751845218154
"59","yellow",TRUE,0.00283,132,899,24,0.027,0.182,"GO:0071804","BP",3,"cellular potassium ion transport",1,NA,5.75562412613121
"60","yellow",TRUE,0.00283,132,899,24,0.027,0.182,"GO:0071805","BP",3,"potassium ion transmembrane transport",2,NA,5.75562412613121
"61","yellow",TRUE,9.62e-05,111,899,24,0.027,0.216,"GO:0050804","BP",3,"modulation of synaptic transmission",1,NA,5.85767338048538
"62","yellow",TRUE,0.046,16,899,7,0.008,0.438,"GO:1902803","BP",3,"regulation of synaptic vesicle transport",2,NA,8.16855727629412
"63","yellow",TRUE,0.0235,45,899,12,0.013,0.267,"GO:0048167","BP",3,"regulation of synaptic plasticity",1,NA,6.76164362797149
"64","yellow",TRUE,8.22e-06,57,899,18,0.02,0.316,"GO:0016079","BP",3,"synaptic vesicle exocytosis",1,NA,7.8202505820259
"65","yellow",TRUE,0.0416,27,899,9,0.01,0.333,"GO:0014047","BP",9,"glutamate secretion",1,NA,9.55485163741401
"66","yellow",TRUE,3.25e-13,463,899,78,0.087,0.168,"GO:0097458","CC",5,"neuron part",1,NA,3.96135771058774
"67","yellow",TRUE,0.0385,183,899,27,0.03,0.148,"GO:0036477","CC",5,"somatodendritic compartment",2,NA,4.85961446295168
"68","yellow",TRUE,4.74e-16,279,899,62,0.069,0.222,"GO:0045202","CC",5,"synapse",1,NA,4.91652259522356
"69","yellow",TRUE,1.29e-10,192,899,43,0.048,0.224,"GO:0044456","CC",5,"synapse part",2,NA,5.37044008671767
"70","yellow",TRUE,2.32e-06,86,899,23,0.026,0.267,"GO:0098793","CC",5,"presynapse",2,NA,NA
"71","yellow",TRUE,3.65e-11,330,899,60,0.067,0.182,"GO:0043005","CC",5,"neuron projection",1,NA,4.30060676259961
"72","yellow",TRUE,0.0012,135,899,25,0.028,0.185,"GO:0030425","CC",5,"dendrite",2,NA,5.32876739031711
"73","yellow",TRUE,0.000792,558,899,65,0.072,0.116,"GO:0031410","CC",5,"cytoplasmic vesicle",1,NA,4.08871852951736
"74","yellow",TRUE,0.000789,511,899,61,0.068,0.119,"GO:0016023","CC",5,"cytoplasmic membrane-bounded vesicle",1,NA,4.24155773374681
"75","yellow",TRUE,0.000288,70,899,18,0.02,0.257,"GO:0008021","CC",5,"synaptic vesicle",2,NA,6.68161381736946
"76","yellow",TRUE,0.0293,26,899,9,0.01,0.346,"GO:0030672","CC",5,"synaptic vesicle membrane",1,NA,8.23975843541601
"77","yellow",TRUE,0.000824,4898,899,369,0.41,0.075,"GO:0016020","CC",10,"membrane",1,NA,1.71601259251274
"78","yellow",TRUE,0.000161,166,899,30,0.033,0.181,"GO:1990351","CC",10,"transporter complex",1,NA,5.23160364186346
"79","yellow",TRUE,0.00317,2845,899,230,0.256,0.081,"GO:0071944","CC",10,"cell periphery",1,NA,2.51128334816943
"80","yellow",TRUE,0.00104,1625,899,147,0.164,0.09,"GO:0031224","CC",10,"intrinsic component of membrane",1,NA,3.57986334973867
"81","yellow",TRUE,0.000571,1568,899,144,0.16,0.092,"GO:0016021","CC",10,"integral component of membrane",2,NA,3.65097172867844
"82","yellow",TRUE,0.000284,161,899,29,0.032,0.18,"GO:1902495","CC",10,"transmembrane transporter complex",3,NA,5.25029577487561
"83","yellow",TRUE,9.52e-05,136,899,27,0.03,0.199,"GO:0034702","CC",10,"ion channel complex",3,NA,5.34938667751984
"84","yellow",TRUE,0.00138,93,899,20,0.022,0.215,"GO:0034703","CC",10,"cation channel complex",4,NA,5.69422716381157
"85","yellow",TRUE,0.00219,2802,899,228,0.254,0.081,"GO:0005886","CC",10,"plasma membrane",1,NA,2.55405507415971
"86","yellow",TRUE,0.0273,1034,899,97,0.108,0.094,"GO:0005887","CC",10,"integral component of plasma membrane",2,NA,4.3556206334774
"87","yellow",TRUE,4.09e-05,18,899,10,0.011,0.556,"GO:1902710","CC",14,"GABA receptor complex",1,NA,8.52744050786779
"88","yellow",TRUE,4.09e-05,18,899,10,0.011,0.556,"GO:1902711","CC",14,"GABA-A receptor complex",2,NA,8.70976206466174
"89","yellow",TRUE,0.0101,56,899,14,0.016,0.25,"GO:0019905","MF",7,"syntaxin binding",1,NA,6.65989705601073
"90","yellow",TRUE,0.000669,10,899,7,0.008,0.7,"GO:0017075","MF",7,"syntaxin-1 binding",2,NA,7.88367248763284
"91","yellow",TRUE,0.0323,95,899,18,0.02,0.189,"GO:0016247","MF",4,"channel regulator activity",1,NA,5.80423094595301
"92","yellow",TRUE,0.00039,13,899,8,0.009,0.615,"GO:0005237","MF",1,"inhibitory extracellular ligand-gated ion channel activity",1,NA,8.57681966819279
"93","yellow",TRUE,0.000168,749,899,83,0.092,0.111,"GO:0005215","MF",8,"transporter activity",1,NA,3.66122792278343
"94","yellow",TRUE,0.000344,640,899,73,0.081,0.114,"GO:0022892","MF",8,"substrate-specific transporter activity",2,NA,3.75492649869341
"95","yellow",TRUE,0.000245,599,899,70,0.078,0.117,"GO:0022857","MF",8,"transmembrane transporter activity",2,NA,3.8078313969753
"96","yellow",TRUE,0.000538,274,899,40,0.044,0.146,"GO:0022803","MF",8,"passive transmembrane transporter activity",3,NA,4.43368494180126
"97","yellow",TRUE,0.000538,274,899,40,0.044,0.146,"GO:0015267","MF",8,"channel activity",4,NA,4.43368494180126
"98","yellow",TRUE,8.26e-05,198,899,34,0.038,0.172,"GO:0022836","MF",8,"gated channel activity",5,NA,4.72242577560128
"99","yellow",TRUE,0.0244,111,899,20,0.022,0.18,"GO:0022832","MF",8,"voltage-gated channel activity",6,NA,5.35794384332459
"100","yellow",TRUE,3.6e-05,548,899,68,0.076,0.124,"GO:0022891","MF",8,"substrate-specific transmembrane transporter activity",3,NA,3.85653667510419
"101","yellow",TRUE,0.000409,261,899,39,0.043,0.149,"GO:0022838","MF",8,"substrate-specific channel activity",4,NA,4.48247510597069
"102","yellow",TRUE,3.42e-05,502,899,64,0.071,0.127,"GO:0015075","MF",8,"ion transmembrane transporter activity",4,NA,3.93050753887352
"103","yellow",TRUE,0.0292,355,899,43,0.048,0.121,"GO:0008324","MF",8,"cation transmembrane transporter activity",5,NA,4.33118565842446
"104","yellow",TRUE,0.0028,281,899,39,0.043,0.139,"GO:0022890","MF",8,"inorganic cation transmembrane transporter activity",6,NA,4.55863646693625
"105","yellow",TRUE,0.000577,244,899,37,0.041,0.152,"GO:0046873","MF",8,"metal ion transmembrane transporter activity",7,NA,4.65682849311546
"106","yellow",TRUE,0.000568,254,899,38,0.042,0.15,"GO:0005216","MF",8,"ion channel activity",5,NA,4.50267781328821
"107","yellow",TRUE,0.0244,111,899,20,0.022,0.18,"GO:0005244","MF",8,"voltage-gated ion channel activity",6,NA,5.35794384332459
"108","yellow",TRUE,0.0102,105,899,20,0.022,0.19,"GO:0022843","MF",8,"voltage-gated cation channel activity",1,NA,5.41557295616122
"109","red",TRUE,0.000966,632,1003,77,0.077,0.122,"GO:0070647","BP",8,"protein modification by small protein conjugation or removal",1,NA,3.95642967841563
"110","red",TRUE,0.00978,548,1003,66,0.066,0.12,"GO:0032446","BP",8,"protein modification by small protein conjugation",2,NA,4.17649156319243
"111","red",TRUE,0.0338,469,1003,57,0.057,0.122,"GO:0016567","BP",8,"protein ubiquitination",3,NA,4.26490252053649
"112","red",TRUE,2.2e-05,727,1003,91,0.091,0.125,"GO:0061024","BP",3,"membrane organization",1,NA,4.27843910625402
"113","red",TRUE,0.0017,597,1003,73,0.073,0.122,"GO:0044802","BP",3,"single-organism membrane organization",2,NA,4.42495292249093
"114","red",TRUE,0.00015,2317,1003,220,0.219,0.095,"GO:0006996","BP",9,"organelle organization",1,NA,2.57446566739696
"115","red",TRUE,7.52e-05,1525,1003,158,0.158,0.104,"GO:0033036","BP",2,"macromolecule localization",1,NA,3.18267015188705
"116","red",TRUE,0.000439,1311,1003,137,0.137,0.105,"GO:0008104","BP",2,"protein localization",2,NA,3.38733514652567
"117","red",TRUE,0.00278,1041,1003,111,0.111,0.107,"GO:0045184","BP",2,"establishment of protein localization",3,NA,3.77513745779079
"118","red",TRUE,0.00855,1457,1003,143,0.143,0.098,"GO:0071702","BP",2,"organic substance transport",1,NA,3.36453623156086
"119","red",TRUE,0.0036,952,1003,103,0.103,0.108,"GO:0015031","BP",2,"protein transport",2,NA,3.88957901751968
"120","red",TRUE,6.1e-10,1945,1003,213,0.212,0.11,"GO:0051641","BP",2,"cellular localization",1,NA,2.8819751659645
"121","red",TRUE,0.000127,832,1003,98,0.098,0.118,"GO:1902580","BP",2,"single-organism cellular localization",2,NA,4.00837295657647
"122","red",TRUE,6.54e-07,1014,1003,122,0.122,0.12,"GO:0070727","BP",2,"cellular macromolecule localization",2,NA,3.74570864709998
"123","red",TRUE,4.77e-07,1009,1003,122,0.122,0.121,"GO:0034613","BP",2,"cellular protein localization",3,NA,3.74771064977065
"124","red",TRUE,0.00012,569,1003,74,0.074,0.13,"GO:0033365","BP",2,"protein localization to organelle",4,NA,4.4408578303306
"125","red",TRUE,0.00665,434,1003,56,0.056,0.129,"GO:0072594","BP",2,"establishment of protein localization to organelle",5,NA,4.8304180305991
"126","red",TRUE,1.07e-08,1702,1003,188,0.187,0.11,"GO:0051649","BP",2,"establishment of localization in cell",1,NA,3.13431396841229
"127","red",TRUE,7.37e-13,1254,1003,162,0.162,0.129,"GO:0046907","BP",2,"intracellular transport",2,NA,3.57175533997654
"128","red",TRUE,6.66e-11,1131,1003,145,0.145,0.128,"GO:1902582","BP",2,"single-organism intracellular transport",3,NA,3.70264915763953
"129","red",TRUE,1.92e-08,759,1003,103,0.103,0.136,"GO:0016482","BP",2,"cytoplasmic transport",3,NA,4.07282478879717
"130","red",TRUE,2.88e-06,677,1003,89,0.089,0.131,"GO:0006886","BP",2,"intracellular protein transport",3,NA,4.39963511450664
"131","red",TRUE,0.0246,464,1003,57,0.057,0.123,"GO:0006605","BP",2,"protein targeting",4,NA,4.71856973046253
"132","red",TRUE,0.0219,196,1003,31,0.031,0.158,"GO:0048193","BP",2,"Golgi vesicle transport",1,NA,5.68365062650612
"133","red",TRUE,0.000612,10688,1003,797,0.795,0.075,"GO:0008150","BP",7,"biological_process",1,NA,0
"134","red",TRUE,2.93e-10,7129,1003,599,0.597,0.084,"GO:0008152","BP",7,"metabolic process",2,NA,1.09105922272488
"135","red",TRUE,3.63e-10,6333,1003,544,0.542,0.086,"GO:0044238","BP",7,"primary metabolic process",3,NA,1.35036207402462
"136","red",TRUE,0.000565,4170,1003,356,0.355,0.085,"GO:0006807","BP",7,"nitrogen compound metabolic process",3,NA,2.03896255219888
"137","red",TRUE,1.39e-11,6615,1003,570,0.568,0.086,"GO:0071704","BP",7,"organic substance metabolic process",3,NA,1.24542089527368
"138","red",TRUE,6.39e-11,5543,1003,492,0.491,0.089,"GO:0043170","BP",7,"macromolecule metabolic process",4,NA,1.42116638675389
"139","red",TRUE,6.88e-05,3153,1003,286,0.285,0.091,"GO:0010467","BP",7,"gene expression",5,NA,2.31038605491273
"140","red",TRUE,9.6e-06,3463,1003,314,0.313,0.091,"GO:0019538","BP",7,"protein metabolic process",5,NA,2.18252411918334
"141","red",TRUE,0.000133,1538,1003,158,0.158,0.103,"GO:0009056","BP",7,"catabolic process",3,NA,3.37690752336341
"142","red",TRUE,0.000754,1227,1003,129,0.129,0.105,"GO:1901575","BP",7,"organic substance catabolic process",4,NA,3.6513079716785
"143","red",TRUE,0.00231,850,1003,95,0.095,0.112,"GO:0009057","BP",7,"macromolecule catabolic process",5,NA,4.05905046633234
"144","red",TRUE,0.00179,576,1003,71,0.071,0.123,"GO:0030163","BP",7,"protein catabolic process",6,NA,4.42298247850364
"145","red",TRUE,0.0485,3912,1003,324,0.323,0.083,"GO:0071840","BP",7,"cellular component organization or biogenesis",2,NA,1.96957055877488
"146","red",TRUE,0.000235,9702,1003,737,0.735,0.076,"GO:0009987","BP",7,"cellular process",2,NA,0.339789099102495
"147","red",TRUE,6.63e-11,6529,1003,561,0.559,0.086,"GO:0044237","BP",7,"cellular metabolic process",3,NA,1.25366088916061
"148","red",TRUE,3.43e-06,1341,1003,148,0.148,0.11,"GO:0044248","BP",7,"cellular catabolic process",4,NA,3.49963012450327
"149","red",TRUE,3.61e-11,5206,1003,469,0.468,0.09,"GO:0044260","BP",7,"cellular macromolecule metabolic process",4,NA,1.54792866847206
"150","red",TRUE,8.56e-07,3194,1003,299,0.298,0.094,"GO:0044267","BP",7,"cellular protein metabolic process",5,NA,2.30350665404179
"151","red",TRUE,0.00154,695,1003,82,0.082,0.118,"GO:0044265","BP",7,"cellular macromolecule catabolic process",5,NA,4.23673164356979
"152","red",TRUE,0.000625,434,1003,59,0.059,0.136,"GO:0043632","BP",7,"modification-dependent macromolecule catabolic process",6,NA,4.86350375518486
"153","red",TRUE,0.00408,491,1003,62,0.062,0.126,"GO:0044257","BP",7,"cellular protein catabolic process",6,NA,4.63730676638376
"154","red",TRUE,0.00391,469,1003,60,0.06,0.128,"GO:0051603","BP",7,"proteolysis involved in cellular protein catabolic process",7,NA,4.70542893690147
"155","red",TRUE,0.0473,345,1003,45,0.045,0.13,"GO:0010498","BP",7,"proteasomal protein catabolic process",8,NA,5.14407558945414
"156","red",TRUE,0.000385,428,1003,59,0.059,0.138,"GO:0019941","BP",7,"modification-dependent protein catabolic process",8,NA,4.87581160285946
"157","red",TRUE,0.000544,422,1003,58,0.058,0.137,"GO:0006511","BP",7,"ubiquitin-dependent protein catabolic process",9,NA,4.88514293028834
"158","red",TRUE,0.0128,328,1003,45,0.045,0.137,"GO:0043161","BP",7,"proteasome-mediated ubiquitin-dependent protein catabolic process",10,NA,5.26896886329303
"159","red",TRUE,0.0349,3459,1003,292,0.291,0.084,"GO:0006725","BP",7,"cellular aromatic compound metabolic process",4,NA,2.12790581833425
"160","red",TRUE,0.0325,3456,1003,292,0.291,0.084,"GO:0046483","BP",7,"heterocycle metabolic process",4,NA,2.13148221793408
"161","red",TRUE,0.000467,3944,1003,340,0.339,0.086,"GO:0034641","BP",7,"cellular nitrogen compound metabolic process",4,NA,2.08881479350958
"162","red",TRUE,0.000553,580,1003,73,0.073,0.126,"GO:0043603","BP",7,"cellular amide metabolic process",5,NA,5.55971372527535
"163","red",TRUE,0.0481,3350,1003,283,0.282,0.084,"GO:0006139","BP",7,"nucleobase-containing compound metabolic process",5,NA,2.15158743877777
"164","red",TRUE,0.0472,2957,1003,254,0.253,0.086,"GO:0090304","BP",7,"nucleic acid metabolic process",6,NA,2.22597664775037
"165","red",TRUE,0.000659,445,1003,60,0.06,0.135,"GO:0043604","BP",7,"amide biosynthetic process",1,NA,7.04254601343789
"166","red",TRUE,0.000306,487,1003,65,0.065,0.133,"GO:0006518","BP",7,"peptide metabolic process",1,NA,6.2226471272388
"167","red",TRUE,0.00442,397,1003,53,0.053,0.134,"GO:0016071","BP",7,"mRNA metabolic process",1,NA,4.86963874375238
"168","red",TRUE,0.000305,415,1003,58,0.058,0.14,"GO:0043043","BP",7,"peptide biosynthetic process",1,NA,8.08851456862058
"169","red",TRUE,0.000905,491,1003,64,0.064,0.13,"GO:0006396","BP",7,"RNA processing",1,NA,4.79839200387969
"170","red",TRUE,0.0266,266,1003,38,0.038,0.143,"GO:0006397","BP",7,"mRNA processing",2,NA,5.26439219626562
"171","red",TRUE,2e-04,400,1003,57,0.057,0.142,"GO:0006412","BP",7,"translation",1,NA,5.22411829712768
"172","red",TRUE,0.0489,356,1003,46,0.046,0.129,"GO:0010256","BP",5,"endomembrane system organization",1,NA,4.80702515102439
"173","red",TRUE,0.000292,1338,1003,140,0.14,0.105,"GO:0033554","BP",10,"cellular response to stress",1,NA,3.32044091169564
"174","red",TRUE,2.6e-07,11021,1003,834,0.832,0.076,"GO:0005575","CC",1,"cellular_component",1,NA,0
"175","red",TRUE,3.48e-20,8097,1003,702,0.7,0.087,"GO:0043226","CC",1,"organelle",2,NA,0.565605514134331
"176","red",TRUE,0.00608,2106,1003,195,0.194,0.093,"GO:0043228","CC",1,"non-membrane-bounded organelle",3,NA,2.22146940343162
"177","red",TRUE,1.43e-21,7579,1003,673,0.671,0.089,"GO:0043227","CC",1,"membrane-bounded organelle",3,NA,0.734472452582356
"178","red",TRUE,2.68e-09,3264,1003,316,0.315,0.097,"GO:0031974","CC",1,"membrane-enclosed lumen",2,NA,2.11753978628716
"179","red",TRUE,3.67e-11,9915,1003,783,0.781,0.079,"GO:0005623","CC",1,"cell",2,NA,0.275255071864458
"180","red",TRUE,3.1e-06,2930,1003,276,0.275,0.094,"GO:0032991","CC",1,"macromolecular complex",2,NA,1.98185141259867
"181","red",TRUE,0.00539,2479,1003,224,0.223,0.09,"GO:0043234","CC",1,"protein complex",3,NA,2.23278970177206
"182","red",TRUE,0.00206,700,1003,82,0.082,0.117,"GO:1902494","CC",1,"catalytic complex",4,NA,3.66504745691262
"183","red",TRUE,0.0123,486,1003,60,0.06,0.123,"GO:1990234","CC",1,"transferase complex",5,NA,3.95444922024393
"184","red",TRUE,8.18e-15,5353,1003,495,0.494,0.092,"GO:0044422","CC",1,"organelle part",2,NA,1.39654167757144
"185","red",TRUE,2.01e-09,3231,1003,314,0.313,0.097,"GO:0043233","CC",1,"organelle lumen",3,NA,2.12773692576892
"186","red",TRUE,2.11e-05,1642,1003,170,0.169,0.104,"GO:0031090","CC",1,"organelle membrane",3,NA,3.18430912552996
"187","red",TRUE,1.8e-11,9895,1003,783,0.781,0.079,"GO:0044464","CC",1,"cell part",2,NA,0.27551579406643
"188","red",TRUE,0.0178,569,1003,67,0.067,0.118,"GO:0031975","CC",1,"envelope",3,NA,3.99484101471453
"189","red",TRUE,9.16e-09,2181,1003,228,0.227,0.105,"GO:0012505","CC",1,"endomembrane system",3,NA,2.44332081759953
"190","red",TRUE,3.64e-26,8662,1003,756,0.754,0.087,"GO:0005622","CC",1,"intracellular",3,NA,0.458202476180666
"191","red",TRUE,6.27e-26,8495,1003,745,0.743,0.088,"GO:0044424","CC",1,"intracellular part",4,NA,0.465375469578815
"192","red",TRUE,5.31e-17,6627,1003,593,0.591,0.089,"GO:0005737","CC",1,"cytoplasm",5,NA,1.19900315497263
"193","red",TRUE,3.63e-15,5278,1003,491,0.49,0.093,"GO:0044444","CC",1,"cytoplasmic part",6,NA,1.60446826308079
"194","red",TRUE,1.41e-22,7076,1003,643,0.641,0.091,"GO:0043229","CC",1,"intracellular organelle",5,NA,0.76882230233395
"195","red",TRUE,0.00608,2106,1003,195,0.194,0.093,"GO:0043232","CC",1,"intracellular non-membrane-bounded organelle",6,NA,2.22146940343162
"196","red",TRUE,3.96e-16,5240,1003,492,0.491,0.094,"GO:0044446","CC",1,"intracellular organelle part",6,NA,1.42975381177755
"197","red",TRUE,3.22e-10,3187,1003,314,0.313,0.099,"GO:0070013","CC",1,"intracellular organelle lumen",7,NA,2.12801397245305
"198","red",TRUE,0.0178,569,1003,67,0.067,0.118,"GO:0031967","CC",1,"organelle envelope",7,NA,3.99843168284526
"199","red",TRUE,2.43e-23,6479,1003,605,0.603,0.093,"GO:0043231","CC",1,"intracellular membrane-bounded organelle",6,NA,0.948868868810718
"200","red",TRUE,7.34e-10,4007,1003,375,0.374,0.094,"GO:0005634","CC",1,"nucleus",7,NA,1.45008311116636
"201","red",TRUE,1.03e-09,2920,1003,291,0.29,0.1,"GO:0044428","CC",1,"nuclear part",8,NA,1.96995217652905
"202","red",TRUE,1.06e-09,2718,1003,275,0.274,0.101,"GO:0031981","CC",1,"nuclear lumen",9,NA,2.17539200032436
"203","red",TRUE,2.03e-08,2334,1003,239,0.238,0.102,"GO:0005654","CC",1,"nucleoplasm",9,NA,2.53472674135937
