"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"194","saddlebrown",TRUE,0.0265,40,1024,12,0.012,0.3,"GO:0004984","MF",3,"olfactory receptor activity",1,NA,9.49311040006694
"195","steelblue",TRUE,0.00949,1642,415,77,0.186,0.047,"GO:0031090","CC",2,"organelle membrane",1,NA,3.18430912552996
"196","steelblue",TRUE,0.000109,6627,415,241,0.581,0.036,"GO:0005737","CC",1,"cytoplasm",1,NA,1.19900315497263
"197","steelblue",TRUE,0.000485,5278,415,199,0.48,0.038,"GO:0044444","CC",1,"cytoplasmic part",2,NA,1.60446826308079
"198","steelblue",TRUE,0.000298,882,415,53,0.128,0.06,"GO:0005739","CC",1,"mitochondrion",3,NA,3.29011241294618
"199","steelblue",TRUE,0.00128,541,415,37,0.089,0.068,"GO:0044429","CC",1,"mitochondrial part",4,NA,4.26476063082647
"200","paleturquoise",TRUE,0.0489,123,326,12,0.037,0.098,"GO:0007187","BP",1,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",1,NA,6.55911936386002
"201","greenyellow",TRUE,0.0397,14,391,5,0.013,0.357,"GO:0045471","BP",2,"response to ethanol",1,NA,7.94541372497991
"202","greenyellow",TRUE,0.0396,45,391,8,0.02,0.178,"GO:0048167","BP",3,"regulation of synaptic plasticity",1,NA,6.76164362797149
"203","greenyellow",TRUE,0.033,22,391,6,0.015,0.273,"GO:0036465","BP",1,"synaptic vesicle recycling",1,NA,8.08851456862058
"204","greenyellow",TRUE,0.0481,142,391,14,0.036,0.099,"GO:0051650","BP",6,"establishment of vesicle localization",1,NA,6.15365425575185
"205","greenyellow",TRUE,0.00855,8662,391,273,0.698,0.032,"GO:0005622","CC",4,"intracellular",1,NA,0.458202476180666
"206","greenyellow",TRUE,0.00463,8495,391,270,0.691,0.032,"GO:0044424","CC",4,"intracellular part",2,NA,0.465375469578815
"207","greenyellow",TRUE,0.000146,6627,391,228,0.583,0.034,"GO:0005737","CC",4,"cytoplasm",3,NA,1.19900315497263
"208","greenyellow",TRUE,2.28e-06,5278,391,198,0.506,0.038,"GO:0044444","CC",4,"cytoplasmic part",4,NA,1.60446826308079
"209","greenyellow",TRUE,0.0121,2350,391,96,0.246,0.041,"GO:0005829","CC",4,"cytosol",5,NA,3.70715894226275
"210","greenyellow",TRUE,0.0173,882,391,46,0.118,0.052,"GO:0005739","CC",4,"mitochondrion",5,NA,3.29011241294618
"211","greenyellow",TRUE,5.61e-05,279,391,26,0.066,0.093,"GO:0045202","CC",5,"synapse",1,NA,4.91652259522356
"212","greenyellow",TRUE,0.000378,192,391,20,0.051,0.104,"GO:0044456","CC",5,"synapse part",2,NA,5.37044008671767
"213","greenyellow",TRUE,1.28e-06,463,391,38,0.097,0.082,"GO:0097458","CC",5,"neuron part",1,NA,3.96135771058774
"214","greenyellow",TRUE,0.00151,754,391,44,0.113,0.058,"GO:0042995","CC",5,"cell projection",1,NA,3.35411963149444
"215","greenyellow",TRUE,0.00105,366,391,28,0.072,0.077,"GO:0044463","CC",5,"cell projection part",2,NA,4.2369810667194
"216","greenyellow",TRUE,1.13e-07,330,391,33,0.084,0.1,"GO:0043005","CC",5,"neuron projection",2,NA,4.30060676259961
"217","greenyellow",TRUE,0.0282,70,391,10,0.026,0.143,"GO:0008021","CC",5,"synaptic vesicle",1,NA,6.68161381736946
"218","greenyellow",TRUE,0.00925,3109,391,120,0.307,0.039,"GO:0003824","MF",7,"catalytic activity",1,NA,1.96908898486082
"219","brown",TRUE,0.000207,780,564,61,0.108,0.078,"GO:0007267","BP",1,"cell-cell signaling",1,NA,4.51789903500038
"220","brown",TRUE,1.65e-06,488,564,49,0.087,0.1,"GO:0007268","BP",1,"synaptic transmission",2,NA,5.246292154622
"221","brown",TRUE,0.0408,72,564,12,0.021,0.167,"GO:0007270","BP",1,"neuron-neuron synaptic transmission",3,NA,6.91579430779875
"222","brown",TRUE,0.0474,41,564,9,0.016,0.22,"GO:0035249","BP",1,"synaptic transmission, glutamatergic",4,NA,7.8202505820259
"223","brown",TRUE,0.0112,468,564,39,0.069,0.083,"GO:0007186","BP",2,"G-protein coupled receptor signaling pathway",1,NA,4.95302035269143
"224","brown",TRUE,0.000113,43,564,12,0.021,0.279,"GO:0007218","BP",2,"neuropeptide signaling pathway",2,NA,7.88087520384234
"225","brown",TRUE,0.0206,21,564,7,0.012,0.333,"GO:0008066","MF",3,"glutamate receptor activity",1,NA,7.00820375027894
"226","blue",TRUE,0.00551,1119,776,95,0.122,0.085,"GO:0007399","BP",2,"nervous system development",1,NA,3.3992860796256
"227","blue",TRUE,0.0135,784,776,71,0.091,0.091,"GO:0030030","BP",1,"cell projection organization",1,NA,3.99802357571447
"228","blue",TRUE,0.0382,591,776,56,0.072,0.095,"GO:0048666","BP",1,"neuron development",1,NA,4.45498520958981
"229","blue",TRUE,0.0257,555,776,54,0.07,0.097,"GO:0031175","BP",1,"neuron projection development",2,NA,4.6013747571577
"230","blue",TRUE,0.00658,397,776,44,0.057,0.111,"GO:0061564","BP",1,"axon development",3,NA,5.57205956109765
"231","blue",TRUE,0.0246,458,776,47,0.061,0.103,"GO:0048812","BP",1,"neuron projection morphogenesis",1,NA,5.15220571553739
"232","blue",TRUE,0.00855,388,776,43,0.055,0.111,"GO:0007409","BP",1,"axonogenesis",1,NA,5.69763686848086
"233","blue",TRUE,0.0434,309,776,35,0.045,0.113,"GO:0005924","CC",3,"cell-substrate adherens junction",1,NA,4.46412805489341
"234","blue",TRUE,0.0404,308,776,35,0.045,0.114,"GO:0005925","CC",3,"focal adhesion",2,NA,4.46987519714898
"235","blue",TRUE,0.0369,2845,776,197,0.254,0.069,"GO:0071944","CC",4,"cell periphery",1,NA,2.51128334816943
"236","blue",TRUE,0.00763,4898,776,318,0.41,0.065,"GO:0016020","CC",5,"membrane",1,NA,1.71601259251274
"237","cyan",TRUE,0.0487,106,458,13,0.028,0.123,"GO:0006354","BP",5,"DNA-templated transcription, elongation",1,NA,7.01587776635573
"238","cyan",TRUE,0.011,203,458,20,0.044,0.099,"GO:0009119","BP",4,"ribonucleoside metabolic process",1,NA,6.18755580742753
"239","cyan",TRUE,0.00221,167,458,19,0.041,0.114,"GO:0009123","BP",4,"nucleoside monophosphate metabolic process",1,NA,6.61041265824757
"240","cyan",TRUE,0.00114,160,458,19,0.041,0.119,"GO:0009126","BP",4,"purine nucleoside monophosphate metabolic process",2,NA,6.76164362797149
"241","cyan",TRUE,0.00152,163,458,19,0.041,0.117,"GO:0009161","BP",4,"ribonucleoside monophosphate metabolic process",2,NA,6.74144092065397
"242","cyan",TRUE,0.00114,160,458,19,0.041,0.119,"GO:0009167","BP",4,"purine ribonucleoside monophosphate metabolic process",3,NA,6.76164362797149
"243","cyan",TRUE,0.00497,160,458,18,0.039,0.113,"GO:0009141","BP",4,"nucleoside triphosphate metabolic process",1,NA,6.52632954103703
"244","cyan",TRUE,0.00105,144,458,18,0.039,0.125,"GO:0009199","BP",4,"ribonucleoside triphosphate metabolic process",2,NA,6.89226381038855
"245","cyan",TRUE,0.00158,148,458,18,0.039,0.122,"GO:0009144","BP",4,"purine nucleoside triphosphate metabolic process",2,NA,6.78226291517423
"246","cyan",TRUE,0.00105,144,458,18,0.039,0.125,"GO:0009205","BP",4,"purine ribonucleoside triphosphate metabolic process",3,NA,6.96458447196818
"247","cyan",TRUE,0.046,261,458,22,0.048,0.084,"GO:0015980","BP",4,"energy derivation by oxidation of organic compounds",1,NA,6.46380918405569
"248","cyan",TRUE,3.08e-05,128,458,19,0.041,0.148,"GO:0045333","BP",4,"cellular respiration",2,NA,7.18772802328239
"249","cyan",TRUE,0.00033,93,458,15,0.033,0.161,"GO:0022900","BP",4,"electron transport chain",1,NA,8.35087883308807
"250","cyan",TRUE,0.000285,92,458,15,0.033,0.163,"GO:0022904","BP",4,"respiratory electron transport chain",2,NA,8.4562393487459
"251","cyan",TRUE,0.0255,197,458,19,0.041,0.096,"GO:0042278","BP",4,"purine nucleoside metabolic process",1,NA,6.30965850422843
"252","cyan",TRUE,0.022,195,458,19,0.041,0.097,"GO:0046128","BP",4,"purine ribonucleoside metabolic process",2,NA,6.36300448493373
"253","cyan",TRUE,0.000765,141,458,18,0.039,0.128,"GO:0046034","BP",4,"ATP metabolic process",1,NA,7.04254601343789
"254","cyan",TRUE,0.000279,57,458,12,0.026,0.211,"GO:0006119","BP",4,"oxidative phosphorylation",2,NA,8.01440659646686
"255","cyan",TRUE,0.000293,47,458,11,0.024,0.234,"GO:0042773","BP",4,"ATP synthesis coupled electron transport",3,NA,9.26716956496223
"256","cyan",TRUE,0.000293,47,458,11,0.024,0.234,"GO:0042775","BP",4,"mitochondrial ATP synthesis coupled electron transport",4,NA,9.26716956496223
"257","cyan",TRUE,0.0144,34,458,8,0.017,0.235,"GO:0006120","BP",4,"mitochondrial electron transport, NADH to ubiquinone",5,NA,9.96031674552217
"258","cyan",TRUE,2.72e-07,7129,458,289,0.631,0.041,"GO:0008152","BP",1,"metabolic process",1,NA,1.09105922272488
"259","cyan",TRUE,1.06e-05,6333,458,258,0.563,0.041,"GO:0044238","BP",1,"primary metabolic process",2,NA,1.35036207402462
"260","cyan",TRUE,0.00116,4170,458,178,0.389,0.043,"GO:0006807","BP",1,"nitrogen compound metabolic process",2,NA,2.03896255219888
"261","cyan",TRUE,0.00259,3577,458,156,0.341,0.044,"GO:0044710","BP",1,"single-organism metabolic process",2,NA,2.28779154230712
"262","cyan",TRUE,0.00958,3712,458,158,0.345,0.043,"GO:0009058","BP",1,"biosynthetic process",2,NA,2.21921765548681
"263","cyan",TRUE,0.0107,1115,458,62,0.135,0.056,"GO:0044711","BP",1,"single-organism biosynthetic process",3,NA,3.94660158947937
"264","cyan",TRUE,5.61e-06,6615,458,268,0.585,0.041,"GO:0071704","BP",1,"organic substance metabolic process",2,NA,1.24542089527368
"265","cyan",TRUE,0.0063,5543,458,220,0.48,0.04,"GO:0043170","BP",1,"macromolecule metabolic process",3,NA,1.42116638675389
"266","cyan",TRUE,0.0204,3153,458,137,0.299,0.043,"GO:0010467","BP",1,"gene expression",4,NA,2.31038605491273
"267","cyan",TRUE,0.00157,3463,458,153,0.334,0.044,"GO:0019538","BP",1,"protein metabolic process",4,NA,2.18252411918334
"268","cyan",TRUE,7.99e-06,1437,458,85,0.186,0.059,"GO:1901564","BP",1,"organonitrogen compound metabolic process",3,NA,3.94782483122211
"269","cyan",TRUE,0.0195,3669,458,155,0.338,0.042,"GO:1901576","BP",1,"organic substance biosynthetic process",3,NA,2.23388356353288
"270","cyan",TRUE,0.000142,869,458,57,0.124,0.066,"GO:1901566","BP",1,"organonitrogen compound biosynthetic process",4,NA,4.92336414310854
"271","cyan",TRUE,7.46e-09,6529,458,276,0.603,0.042,"GO:0044237","BP",1,"cellular metabolic process",2,NA,1.25366088916061
"272","cyan",TRUE,0.00059,5206,458,214,0.467,0.041,"GO:0044260","BP",1,"cellular macromolecule metabolic process",3,NA,1.54792866847206
"273","cyan",TRUE,0.000234,3194,458,147,0.321,0.046,"GO:0044267","BP",1,"cellular protein metabolic process",4,NA,2.30350665404179
"274","cyan",TRUE,0.000279,3944,458,173,0.378,0.044,"GO:0034641","BP",1,"cellular nitrogen compound metabolic process",3,NA,2.08881479350958
"275","cyan",TRUE,0.00427,580,458,40,0.087,0.069,"GO:0043603","BP",1,"cellular amide metabolic process",4,NA,5.55971372527535
"276","cyan",TRUE,0.00289,487,458,36,0.079,0.074,"GO:0006518","BP",1,"peptide metabolic process",5,NA,6.2226471272388
"277","cyan",TRUE,0.00571,3594,458,155,0.338,0.043,"GO:0044249","BP",1,"cellular biosynthetic process",3,NA,2.26002154210205
"278","cyan",TRUE,0.0337,2786,458,123,0.269,0.044,"GO:0044271","BP",1,"cellular nitrogen compound biosynthetic process",4,NA,2.54664788713506
"279","cyan",TRUE,0.000332,445,458,36,0.079,0.081,"GO:0043604","BP",1,"amide biosynthetic process",5,NA,7.04254601343789
"280","cyan",TRUE,0.00018,415,458,35,0.076,0.084,"GO:0043043","BP",1,"peptide biosynthetic process",6,NA,8.08851456862058
"281","cyan",TRUE,7.24e-05,400,458,35,0.076,0.087,"GO:0006412","BP",1,"translation",7,NA,5.22411829712768
"282","cyan",TRUE,0.0184,97,458,13,0.028,0.134,"GO:0051188","BP",1,"cofactor biosynthetic process",4,NA,6.82482252959302
"283","cyan",TRUE,0.0023,200,458,21,0.046,0.105,"GO:0006413","BP",1,"translational initiation",3,NA,6.41935742148486
"284","cyan",TRUE,0.0355,238,458,21,0.046,0.088,"GO:1901657","BP",1,"glycosyl compound metabolic process",1,NA,5.89128999128436
"285","cyan",TRUE,4.25e-06,2317,458,121,0.264,0.052,"GO:0006996","BP",1,"organelle organization",1,NA,2.57446566739696
"286","cyan",TRUE,5.46e-05,1596,458,89,0.194,0.056,"GO:1902589","BP",1,"single-organism organelle organization",2,NA,2.98864814079638
"287","cyan",TRUE,0.00873,183,458,19,0.041,0.104,"GO:0007067","BP",1,"mitotic nuclear division",3,NA,5.36015910135762
"288","cyan",TRUE,4.62e-07,507,458,45,0.098,0.089,"GO:0007005","BP",1,"mitochondrion organization",2,NA,4.32374302055942
"289","cyan",TRUE,0.000144,100,458,16,0.035,0.16,"GO:0032543","BP",1,"mitochondrial translation",3,NA,7.5624214727238
"290","cyan",TRUE,0.00128,77,458,13,0.028,0.169,"GO:0070125","BP",1,"mitochondrial translational elongation",4,NA,9.96031674552217
"291","cyan",TRUE,0.00109,76,458,13,0.028,0.171,"GO:0070124","BP",1,"mitochondrial translational initiation",4,NA,9.96031674552217
"292","cyan",TRUE,0.0109,79,458,12,0.026,0.152,"GO:0070126","BP",1,"mitochondrial translational termination",4,NA,10.6534639260821
"293","cyan",TRUE,0.00426,1254,458,69,0.151,0.055,"GO:0046907","BP",3,"intracellular transport",1,NA,3.57175533997654
"294","cyan",TRUE,0.00844,1131,458,63,0.138,0.056,"GO:1902582","BP",3,"single-organism intracellular transport",2,NA,3.70264915763953
"295","cyan",TRUE,0.011,203,458,20,0.044,0.099,"GO:0006839","BP",3,"mitochondrial transport",3,NA,5.57829011084829
"296","cyan",TRUE,8.29e-05,42,458,11,0.024,0.262,"GO:1990542","BP",3,"mitochondrial transmembrane transport",4,NA,7.65773165252813
"297","cyan",TRUE,0.0178,361,458,28,0.061,0.078,"GO:0007017","BP",7,"microtubule-based process",1,NA,4.49014912204747
"298","cyan",TRUE,1.89e-07,3264,458,161,0.352,0.049,"GO:0031974","CC",2,"membrane-enclosed lumen",1,NA,2.11753978628716
"299","cyan",TRUE,4.96e-09,8097,458,324,0.707,0.04,"GO:0043226","CC",2,"organelle",1,NA,0.565605514134331
"300","cyan",TRUE,0.0413,2106,458,98,0.214,0.047,"GO:0043228","CC",2,"non-membrane-bounded organelle",2,NA,2.22146940343162
"301","cyan",TRUE,1.29e-14,5353,458,256,0.559,0.048,"GO:0044422","CC",2,"organelle part",2,NA,1.39654167757144
"302","cyan",TRUE,6.26e-07,3231,458,158,0.345,0.049,"GO:0043233","CC",2,"organelle lumen",3,NA,2.12773692576892
"303","cyan",TRUE,4.86e-10,7579,458,312,0.681,0.041,"GO:0043227","CC",2,"membrane-bounded organelle",2,NA,0.734472452582356
"304","cyan",TRUE,0.000739,9915,458,357,0.779,0.036,"GO:0005623","CC",2,"cell",1,NA,0.275255071864458
"305","cyan",TRUE,1.94e-09,2930,458,155,0.338,0.053,"GO:0032991","CC",2,"macromolecular complex",1,NA,1.98185141259867
"306","cyan",TRUE,6.06e-07,2479,458,130,0.284,0.052,"GO:0043234","CC",2,"protein complex",2,NA,2.23278970177206
"307","cyan",TRUE,0.00273,700,458,46,0.1,0.066,"GO:1902494","CC",2,"catalytic complex",3,NA,3.66504745691262
"308","cyan",TRUE,0.000539,9895,458,357,0.779,0.036,"GO:0044464","CC",2,"cell part",1,NA,0.27551579406643
"309","cyan",TRUE,1.55e-09,569,458,53,0.116,0.093,"GO:0031975","CC",2,"envelope",2,NA,3.99484101471453
"310","cyan",TRUE,0.00106,64,458,12,0.026,0.188,"GO:1990204","CC",2,"oxidoreductase complex",2,NA,6.14481270720021
"311","cyan",TRUE,7.51e-14,8662,458,354,0.773,0.041,"GO:0005622","CC",2,"intracellular",2,NA,0.458202476180666
"312","cyan",TRUE,7.18e-15,8495,458,352,0.769,0.041,"GO:0044424","CC",2,"intracellular part",3,NA,0.465375469578815
"313","cyan",TRUE,1.01e-14,6627,458,297,0.648,0.045,"GO:0005737","CC",2,"cytoplasm",4,NA,1.19900315497263
"314","cyan",TRUE,9.97e-14,5278,458,251,0.548,0.048,"GO:0044444","CC",2,"cytoplasmic part",5,NA,1.60446826308079
"315","cyan",TRUE,0.00711,444,458,33,0.072,0.074,"GO:0030529","CC",2,"ribonucleoprotein complex",4,NA,3.92060504256063
"316","cyan",TRUE,4.77e-13,7076,458,306,0.668,0.043,"GO:0043229","CC",2,"intracellular organelle",4,NA,0.76882230233395
"317","cyan",TRUE,0.0413,2106,458,98,0.214,0.047,"GO:0043232","CC",2,"intracellular non-membrane-bounded organelle",5,NA,2.22146940343162
"318","cyan",TRUE,0.0429,136,458,15,0.033,0.11,"GO:0005840","CC",2,"ribosome",6,NA,5.32198770333173
"319","cyan",TRUE,6.89e-15,5240,458,253,0.552,0.048,"GO:0044446","CC",2,"intracellular organelle part",5,NA,1.42975381177755
"320","cyan",TRUE,2.14e-07,3187,458,158,0.345,0.05,"GO:0070013","CC",2,"intracellular organelle lumen",6,NA,2.12801397245305
"321","cyan",TRUE,1.55e-09,569,458,53,0.116,0.093,"GO:0031967","CC",2,"organelle envelope",6,NA,3.99843168284526
"322","cyan",TRUE,3.27e-14,6479,458,291,0.635,0.045,"GO:0043231","CC",2,"intracellular membrane-bounded organelle",5,NA,0.948868868810718
"323","cyan",TRUE,0.00144,4007,458,172,0.376,0.043,"GO:0005634","CC",2,"nucleus",6,NA,1.45008311116636
"324","cyan",TRUE,0.000449,2920,458,136,0.297,0.047,"GO:0044428","CC",2,"nuclear part",7,NA,1.96995217652905
"325","cyan",TRUE,0.000368,2718,458,129,0.282,0.047,"GO:0031981","CC",2,"nuclear lumen",8,NA,2.17539200032436
"326","cyan",TRUE,0.0295,2334,458,107,0.234,0.046,"GO:0005654","CC",2,"nucleoplasm",8,NA,2.53472674135937
"327","cyan",TRUE,0.0233,578,458,38,0.083,0.066,"GO:0005730","CC",2,"nucleolus",8,NA,3.84530928074357
"328","cyan",TRUE,2.3e-17,882,458,84,0.183,0.095,"GO:0005739","CC",2,"mitochondrion",6,NA,3.29011241294618
"329","cyan",TRUE,5.88e-16,541,458,62,0.135,0.115,"GO:0044429","CC",2,"mitochondrial part",7,NA,4.26476063082647
"330","cyan",TRUE,2.1e-11,95,458,23,0.05,0.242,"GO:0098798","CC",2,"mitochondrial protein complex",8,NA,NA
"331","cyan",TRUE,1.73e-12,356,458,45,0.098,0.126,"GO:0005740","CC",2,"mitochondrial envelope",8,NA,4.61875640370516
"332","cyan",TRUE,3.35e-06,271,458,30,0.066,0.111,"GO:0005759","CC",2,"mitochondrial matrix",8,NA,5.49088623979354
"333","cyan",TRUE,0.00353,597,458,41,0.09,0.069,"GO:0098796","CC",2,"membrane protein complex",1,NA,NA
"334","cyan",TRUE,0.0236,47,458,9,0.02,0.191,"GO:0098803","CC",2,"respiratory chain complex",2,NA,NA
"335","cyan",TRUE,0.00291,28,458,8,0.017,0.286,"GO:0016469","CC",2,"proton-transporting two-sector ATPase complex",2,NA,7.1411461467479
"336","cyan",TRUE,0.0105,16,458,6,0.013,0.375,"GO:0045259","CC",2,"proton-transporting ATP synthase complex",3,NA,7.42882821919968
"337","cyan",TRUE,2.44e-06,1642,458,95,0.207,0.058,"GO:0031090","CC",2,"organelle membrane",1,NA,3.18430912552996
"338","cyan",TRUE,1.15e-11,271,458,38,0.083,0.14,"GO:0019866","CC",2,"organelle inner membrane",2,NA,5.17753642059318
"339","cyan",TRUE,1.86e-12,327,458,43,0.094,0.131,"GO:0031966","CC",2,"mitochondrial membrane",2,NA,4.75085547333475
"340","cyan",TRUE,9.12e-10,112,458,23,0.05,0.205,"GO:0044455","CC",2,"mitochondrial membrane part",3,NA,5.42136017714493
"341","cyan",TRUE,6.71e-13,249,458,38,0.083,0.153,"GO:0005743","CC",2,"mitochondrial inner membrane",3,NA,5.23779561211138
"342","cyan",TRUE,2.55e-08,76,458,18,0.039,0.237,"GO:0098800","CC",2,"inner mitochondrial membrane protein complex",4,NA,NA
"343","cyan",TRUE,0.0471,51,458,9,0.02,0.176,"GO:0005746","CC",2,"mitochondrial respiratory chain",4,NA,6.36795625851441
"344","cyan",TRUE,0.0105,16,458,6,0.013,0.375,"GO:0005753","CC",2,"mitochondrial proton-transporting ATP synthase complex",4,NA,7.42882821919968
"345","cyan",TRUE,0.0375,7841,458,288,0.629,0.037,"GO:0005515","MF",6,"protein binding",1,NA,0.556417711578738
"346","orange",TRUE,0.0381,242,450,21,0.047,0.087,"GO:0018205","BP",2,"peptidyl-lysine modification",1,NA,4.8304180305991
"347","orange",TRUE,3.95e-05,8097,450,305,0.678,0.038,"GO:0043226","CC",1,"organelle",1,NA,0.565605514134331
"348","orange",TRUE,0.0361,2106,450,97,0.216,0.046,"GO:0043228","CC",1,"non-membrane-bounded organelle",2,NA,2.22146940343162
"349","orange",TRUE,0.00214,5353,450,213,0.473,0.04,"GO:0044422","CC",1,"organelle part",2,NA,1.39654167757144
"350","orange",TRUE,0.000811,7579,450,284,0.631,0.037,"GO:0043227","CC",1,"membrane-bounded organelle",2,NA,0.734472452582356
"351","orange",TRUE,0.0045,3264,450,142,0.316,0.044,"GO:0031974","CC",1,"membrane-enclosed lumen",1,NA,2.11753978628716
"352","orange",TRUE,0.00248,3231,450,142,0.316,0.044,"GO:0043233","CC",1,"organelle lumen",2,NA,2.12773692576892
"353","orange",TRUE,0.000148,8662,450,319,0.709,0.037,"GO:0005622","CC",1,"intracellular",1,NA,0.458202476180666
"354","orange",TRUE,9.44e-05,8495,450,315,0.7,0.037,"GO:0044424","CC",1,"intracellular part",2,NA,0.465375469578815
"355","orange",TRUE,7.97e-08,7076,450,285,0.633,0.04,"GO:0043229","CC",1,"intracellular organelle",3,NA,0.76882230233395
"356","orange",TRUE,0.0361,2106,450,97,0.216,0.046,"GO:0043232","CC",1,"intracellular non-membrane-bounded organelle",4,NA,2.22146940343162
"357","orange",TRUE,0.00255,5240,450,209,0.464,0.04,"GO:0044446","CC",1,"intracellular organelle part",4,NA,1.42975381177755
"358","orange",TRUE,0.00318,3187,450,140,0.311,0.044,"GO:0070013","CC",1,"intracellular organelle lumen",5,NA,2.12801397245305
"359","orange",TRUE,5.06e-06,6479,450,260,0.578,0.04,"GO:0043231","CC",1,"intracellular membrane-bounded organelle",4,NA,0.948868868810718
"360","orange",TRUE,2.5e-08,4007,450,188,0.418,0.047,"GO:0005634","CC",1,"nucleus",5,NA,1.45008311116636
"361","orange",TRUE,7.09e-06,2920,450,141,0.313,0.048,"GO:0044428","CC",1,"nuclear part",6,NA,1.96995217652905
"362","orange",TRUE,0.00044,2718,450,127,0.282,0.047,"GO:0031981","CC",1,"nuclear lumen",7,NA,2.17539200032436
"363","orange",TRUE,0.0168,578,450,38,0.084,0.066,"GO:0005730","CC",1,"nucleolus",7,NA,3.84530928074357
"364","royalblue",TRUE,0.0178,2263,472,108,0.229,0.048,"GO:0009889","BP",2,"regulation of biosynthetic process",1,NA,2.48299534775144
"365","royalblue",TRUE,0.00539,5206,472,215,0.456,0.041,"GO:0044260","BP",2,"cellular macromolecule metabolic process",1,NA,1.54792866847206
"366","royalblue",TRUE,7.17e-05,4170,472,188,0.398,0.045,"GO:0006807","BP",2,"nitrogen compound metabolic process",1,NA,2.03896255219888
"367","royalblue",TRUE,4.05e-06,3944,472,185,0.392,0.047,"GO:0034641","BP",2,"cellular nitrogen compound metabolic process",2,NA,2.08881479350958
"368","royalblue",TRUE,1.73e-05,3597,472,170,0.36,0.047,"GO:1901360","BP",2,"organic cyclic compound metabolic process",1,NA,2.09015079905233
"369","royalblue",TRUE,0.0105,2237,472,108,0.229,0.048,"GO:0031326","BP",2,"regulation of cellular biosynthetic process",1,NA,2.50965594931063
"370","royalblue",TRUE,2.58e-06,3456,472,168,0.356,0.049,"GO:0046483","BP",2,"heterocycle metabolic process",1,NA,2.13148221793408
"371","royalblue",TRUE,1.42e-05,3153,472,154,0.326,0.049,"GO:0010467","BP",2,"gene expression",1,NA,2.31038605491273
"372","royalblue",TRUE,2.76e-06,3459,472,168,0.356,0.049,"GO:0006725","BP",2,"cellular aromatic compound metabolic process",1,NA,2.12790581833425
"373","royalblue",TRUE,7.66e-07,3350,472,166,0.352,0.05,"GO:0006139","BP",2,"nucleobase-containing compound metabolic process",2,NA,2.15158743877777
"374","royalblue",TRUE,5.84e-08,2957,472,155,0.328,0.052,"GO:0090304","BP",2,"nucleic acid metabolic process",3,NA,2.22597664775037
"375","royalblue",TRUE,2.31e-07,2646,472,141,0.299,0.053,"GO:0016070","BP",2,"RNA metabolic process",4,NA,2.43845749332054
"376","royalblue",TRUE,0.0034,397,472,32,0.068,0.081,"GO:0016071","BP",2,"mRNA metabolic process",5,NA,4.86963874375238
"377","royalblue",TRUE,1.41e-05,491,472,42,0.089,0.086,"GO:0006396","BP",2,"RNA processing",5,NA,4.79839200387969
"378","royalblue",TRUE,1.91e-06,257,472,30,0.064,0.117,"GO:0008380","BP",2,"RNA splicing",6,NA,5.34025794704033
"379","royalblue",TRUE,0.000437,207,472,23,0.049,0.111,"GO:0000375","BP",2,"RNA splicing, via transesterification reactions",7,NA,5.74080904034606
"380","royalblue",TRUE,0.000335,204,472,23,0.049,0.113,"GO:0000377","BP",2,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",8,NA,5.77826660288097
"381","royalblue",TRUE,0.000914,266,472,26,0.055,0.098,"GO:0006397","BP",2,"mRNA processing",6,NA,5.26439219626562
"382","royalblue",TRUE,0.000335,204,472,23,0.049,0.113,"GO:0000398","BP",2,"mRNA splicing, via spliceosome",7,NA,5.77826660288097
"383","royalblue",TRUE,0.00265,2329,472,114,0.242,0.049,"GO:0051171","BP",2,"regulation of nitrogen compound metabolic process",1,NA,2.52252162385024
"384","royalblue",TRUE,0.00257,2145,472,107,0.227,0.05,"GO:0019219","BP",2,"regulation of nucleobase-containing compound metabolic process",2,NA,2.54363765006364
"385","royalblue",TRUE,0.0364,3006,472,134,0.284,0.045,"GO:0009059","BP",2,"macromolecule biosynthetic process",1,NA,2.39245414005829
"386","royalblue",TRUE,0.0268,2125,472,102,0.216,0.048,"GO:0010556","BP",2,"regulation of macromolecule biosynthetic process",2,NA,2.54966721310032
"387","royalblue",TRUE,0.0256,2044,472,99,0.21,0.048,"GO:2000112","BP",2,"regulation of cellular macromolecule biosynthetic process",3,NA,2.61786123316354
"388","royalblue",TRUE,0.0196,2136,472,103,0.218,0.048,"GO:0032774","BP",2,"RNA biosynthetic process",2,NA,2.64709635843187
"389","royalblue",TRUE,0.00412,2271,472,111,0.235,0.049,"GO:0010468","BP",2,"regulation of gene expression",1,NA,2.41889893281498
"390","royalblue",TRUE,0.00236,1961,472,100,0.212,0.051,"GO:0051252","BP",2,"regulation of RNA metabolic process",1,NA,2.64709635843187
"391","royalblue",TRUE,0.0495,75,472,11,0.023,0.147,"GO:0050657","BP",3,"nucleic acid transport",1,NA,6.3907840490408
"392","royalblue",TRUE,0.0495,75,472,11,0.023,0.147,"GO:0051236","BP",3,"establishment of RNA localization",1,NA,6.3907840490408
"393","royalblue",TRUE,0.0495,75,472,11,0.023,0.147,"GO:0050658","BP",3,"RNA transport",2,NA,6.3907840490408
